Treatment,Segment ID,Council District,Street Name,From Limit Street,To Limit Street,Segment Length,Segment Width,Lane Miles,Completion Date,PROJECT_ID,Resurfacing Description,Treatment Category
SLCT5,3193468,6.0,MC NEIL DR,6415,6510,446,25.0,0.21,6/3/2018 0:00,43283,,PM Thin Surface Treatment
SLCT5,3193469,6.0,MC NEIL DR,6511,6605,420,25.0,0.2,6/3/2018 0:00,43283,,PM Thin Surface Treatment
SLCT5,3323859,6.0,MC NEIL DR,LOS INDIOS TRL,JEKEL CIR,1034,56.0,0.58,6/3/2018 0:00,43283,,PM Thin Surface Treatment
SLCT6,2034705,5.0,LEAH CV,2201,ROXANNA DR,207,42.0,0.16,6/6/2018 0:00,43324,,PM Thin Surface Treatment
SLCT6,2026162,5.0,ROXANNA DR,CROWNSPOINT DR,TANGLEVINE DR,527,35.0,0.35,6/6/2018 0:00,43347,,PM Thin Surface Treatment
SLCT6,2026163,5.0,ROXANNA DR,BORDLEY DR,CROWNSPOINT DR,403,35.0,0.27,6/6/2018 0:00,43347,,PM Thin Surface Treatment
SLCT6,2027735,5.0,ROXANNA DR,CEDRICK CV,TABOR CT,193,43.0,0.16,6/6/2018 0:00,43347,,PM Thin Surface Treatment
SLCT6,2027762,5.0,ROXANNA DR,TABOR CT,SLAUGHTER LN W,599,43.0,0.47,6/6/2018 0:00,43347,,PM Thin Surface Treatment
SLCT6,2042099,5.0,ROXANNA DR,TANGLEVINE DR,MONARCH DR,328,35.0,0.22,6/6/2018 0:00,43347,,PM Thin Surface Treatment
SLCT6,2042102,5.0,ROXANNA DR,MONARCH DR,LEAH CV,318,43.0,0.26,6/6/2018 0:00,43347,,PM Thin Surface Treatment
SLCT6,2047197,5.0,ROXANNA DR,LEAH CV,CEDRICK CV,253,43.0,0.21,6/6/2018 0:00,43347,,PM Thin Surface Treatment
SLCT6,2025932,5.0,BORDLEY DR,BORDLEY CT,ROXANNA DR,278,29.0,0.15,6/6/2018 0:00,43402,,PM Thin Surface Treatment
SLCT6,2025948,5.0,BORDLEY DR,TOULOUSE DR,BORDLEY CT,327,29.0,0.18,6/6/2018 0:00,43402,,PM Thin Surface Treatment
SLCT6,2035179,5.0,CEDRICK CV,ROXANNA DR,2311,188,29.0,0.1,6/6/2018 0:00,43419,,PM Thin Surface Treatment
SLCT6,2034699,5.0,DOLIVER DR,CROWNSPOINT DR,9513,265,29.0,0.15,6/6/2018 0:00,43458,,PM Thin Surface Treatment
SLCT6,2042086,5.0,DOLIVER DR,KEMPLER DR,CROWNSPOINT DR,812,29.0,0.45,6/6/2018 0:00,43458,,PM Thin Surface Treatment
SLCT6,2034703,5.0,RACHAEL CT,ROXANNA DR,2315,320,29.0,0.18,6/6/2018 0:00,43609,,PM Thin Surface Treatment
SLCT6,2026005,5.0,TANGLEVINE DR,WYNDEN CV,ROXANNA DR,271,29.0,0.15,6/6/2018 0:00,43663,,PM Thin Surface Treatment
SLCT6,2047200,5.0,BRIAR RIDGE DR,PIPING ROCK TRL,SLAUGHTER LN W,1339,29.0,0.74,6/7/2018 0:00,43407,,PM Thin Surface Treatment
SLCT6,2025962,5.0,CASTLEDALE DR,CASTLEWOOD DR,WOODSHIRE DR,451,27.0,0.23,6/7/2018 0:00,43414,,PM Thin Surface Treatment
SLCT6,2034679,5.0,KEMPLER DR,9201,DOLIVER DR,454,29.0,0.25,6/7/2018 0:00,43533,,PM Thin Surface Treatment
SLCT6,2034702,5.0,KEMPLER DR,CROWNSPOINT DR,9513,284,29.0,0.16,6/7/2018 0:00,43533,,PM Thin Surface Treatment
SLCT6,2042090,5.0,KEMPLER DR,DOLIVER DR,CROWNSPOINT DR,790,29.0,0.43,6/7/2018 0:00,43533,,PM Thin Surface Treatment
SLCT6,2026080,5.0,PIPING ROCK TRL,BRIAR RIDGE DR,CRANBROOK CV,426,29.0,0.23,6/7/2018 0:00,43596,,PM Thin Surface Treatment
SLCT6,2026081,5.0,PIPING ROCK TRL,WILLERS WAY,PRINCEWOOD PASS,627,29.0,0.34,6/7/2018 0:00,43596,,PM Thin Surface Treatment
SLCT6,2026082,5.0,PIPING ROCK TRL,WOODSHIRE DR,WILLERS WAY,259,29.0,0.14,6/7/2018 0:00,43596,,PM Thin Surface Treatment
SLCT6,2042088,5.0,PIPING ROCK TRL,PRINCEWOOD PASS,BRIAR RIDGE DR,603,29.0,0.33,6/7/2018 0:00,43596,,PM Thin Surface Treatment
SLCT6,2047201,5.0,PIPING ROCK TRL,CRANBROOK CV,SLAUGHTER LN W,526,29.0,0.28,6/7/2018 0:00,43596,,PM Thin Surface Treatment
SLCT6,2025968,5.0,PRINCEWOOD PASS,MONARCH DR,PIPING ROCK TRL,249,29.0,0.14,6/7/2018 0:00,43605,,PM Thin Surface Treatment
SLCT6,3272467,7.0,HOWARD LN W,3700,3736,490,33.0,0.31,6/7/2018 0:00,43692,,PM Thin Surface Treatment
SLCT6,3272470,7.0,HOWARD LN W,3701,3737,487,27.1,0.25,6/7/2018 0:00,43692,,PM Thin Surface Treatment
SLCT6,3272477,7.0,HOWARD LN W,3800,3836,559,33.0,0.35,6/7/2018 0:00,43692,,PM Thin Surface Treatment
SLCT6,3272480,7.0,HOWARD LN W,3801,3837,567,27.1,0.29,6/7/2018 0:00,43692,,PM Thin Surface Treatment
SLCT6,3272488,7.0,HOWARD LN W,3900,4120,888,33.0,0.56,6/7/2018 0:00,43692,,PM Thin Surface Treatment
SLCT6,3272489,7.0,HOWARD LN W,4122,4328,1196,33.0,0.75,6/7/2018 0:00,43692,,PM Thin Surface Treatment
SLCT6,3272492,7.0,HOWARD LN W,3901,4121,879,27.1,0.45,6/7/2018 0:00,43692,,PM Thin Surface Treatment
SLCT6,3272493,7.0,HOWARD LN W,4123,4329,1191,27.1,0.61,6/7/2018 0:00,43692,,PM Thin Surface Treatment
SLCT6,2024352,8.0,CONVICT HILL RD,OLIVER LOVING TRL,ESCARPMENT BLVD,615,47.0,0.52,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2024366,8.0,CONVICT HILL RD,CHARLES SCHREINER TRL,OLIVER LOVING TRL,377,47.0,0.34,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2024391,8.0,CONVICT HILL RD,WHISTLESTOP DR,CHARLES SCHREINER TRL,495,47.0,0.44,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2024398,8.0,CONVICT HILL RD,JOHN BLOCKER DR,WHISTLESTOP DR,179,41.0,0.14,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2024402,8.0,CONVICT HILL RD,CANNON MOUNTAIN DR,JOHN BLOCKER DR,210,41.0,0.16,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2024414,8.0,CONVICT HILL RD,ABILENE TRL,CANNON MOUNTAIN DR,330,41.0,0.26,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2024425,8.0,CONVICT HILL RD,WAGON TRAIN RD,ABILENE TRL,276,41.0,0.21,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2024489,8.0,CONVICT HILL RD,BECKETT RD,TRACE CHAIN DR,302,30.0,0.18,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2038596,8.0,CONVICT HILL RD,VERMILLION DR,BRUSH COUNTRY RD,1223,22.0,0.51,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2041649,8.0,CONVICT HILL RD,TRACE CHAIN DR,WAGON TRAIN RD,1146,30.0,0.65,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2041695,8.0,CONVICT HILL RD,WOODCREEK RD,CROOKED OAK CV,309,41.0,0.25,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2041706,8.0,CONVICT HILL RD,FLAMING OAK PL,WOODCREEK RD,652,24.0,0.29,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2046348,8.0,CONVICT HILL RD,BRUSH COUNTRY RD,FLAMING OAK PL,2351,41.0,1.82,6/8/2018 0:00,43303,,PM Thin Surface Treatment
SLCT6,2048121,8.0,CONVICT HILL RD,CROOKED OAK CV,BECKETT RD,921,41.0,0.26,6/8/2018 0:00,43303,,PM Thin Surface Treatment
PMOL,2012698,10.0,DOE VALLEY LN,COUNTRY CANYON CV,ECHO POINT CV,304,27.0,0.16,6/9/2018 0:00,43178,,PM Overlay
PMOL,2012700,10.0,DOE VALLEY LN,KNOLL CREST LOOP,BREEZE POINT CV,296,27.0,0.15,6/9/2018 0:00,43178,,PM Overlay
PMOL,2012702,10.0,DOE VALLEY LN,BREEZE POINT CV,COUNTRY CANYON CV,267,27.0,0.14,6/9/2018 0:00,43178,,PM Overlay
PMOL,2012706,10.0,DOE VALLEY LN,AMBERWOOD CV,KNOLL CREST LOOP,348,41.0,0.27,6/9/2018 0:00,43178,,PM Overlay
PMOL,2012710,10.0,DOE VALLEY LN,GREAT HILLS TRL,AMBERWOOD CV,174,41.0,0.12,6/9/2018 0:00,43178,,PM Overlay
PMOL,2031969,10.0,DOE VALLEY LN,ECHO POINT CV,5317,196,27.0,0.1,6/9/2018 0:00,43178,,PM Overlay
SLCT6,2025864,5.0,BARKWOOD DR,HEATHERWOOD DR,QUEENSWOOD DR,644,27.0,0.33,6/11/2018 0:00,43389,,PM Thin Surface Treatment
SLCT6,2025797,5.0,HEATHERWOOD DR,VASSAL DR,LANCASTER DR,320,27.0,0.16,6/11/2018 0:00,43508,,PM Thin Surface Treatment
SLCT6,2025833,5.0,HEATHERWOOD DR,LANCASTER DR,TOULOUSE DR,351,27.0,0.18,6/11/2018 0:00,43508,,PM Thin Surface Treatment
SLCT6,2025863,5.0,HEATHERWOOD DR,TOULOUSE DR,BARKWOOD DR,324,27.0,0.17,6/11/2018 0:00,43508,,PM Thin Surface Treatment
SLCT6,2025902,5.0,HEATHERWOOD DR,BARKWOOD DR,CROWNSPOINT DR,420,27.0,0.21,6/11/2018 0:00,43508,,PM Thin Surface Treatment
SLCT6,2025862,5.0,LANCASTER DR,COMBURG DR,HEATHERWOOD DR,1148,27.0,0.59,6/11/2018 0:00,43540,,PM Thin Surface Treatment
SLCT6,2047199,5.0,WILLERS WAY,PIPING ROCK TRL,SLAUGHTER LN W,1078,27.1,0.55,6/11/2018 0:00,43710,,PM Thin Surface Treatment
SLCT6,2026001,5.0,WOODSHIRE DR,MONARCH DR,PIPING ROCK TRL,231,27.0,0.12,6/11/2018 0:00,43718,,PM Thin Surface Treatment
SLCT6,2042093,5.0,WOODSHIRE DR,CASTLEDALE DR,MONARCH DR,480,27.0,0.25,6/11/2018 0:00,43718,,PM Thin Surface Treatment
SLCT6,2047198,5.0,WOODSHIRE DR,PIPING ROCK TRL,SLAUGHTER LN W,1158,27.0,0.58,6/11/2018 0:00,43718,,PM Thin Surface Treatment
SLCT6,2025937,5.0,CASTLEWOOD DR,TOULOUSE DR,CROWNSPOINT DR,740,37.0,0.52,6/11/2018 0:00,43296,,PM Thin Surface Treatment
SLCT6,2025961,5.0,CASTLEWOOD DR,CROWNSPOINT DR,CASTLEDALE DR,330,37.0,0.23,6/11/2018 0:00,43296,,PM Thin Surface Treatment
SLCT6,2026002,5.0,CASTLEWOOD DR,CASTLEDALE DR,MONARCH DR,508,37.0,0.36,6/11/2018 0:00,43296,,PM Thin Surface Treatment
SLCT6,2025827,5.0,COMBURG DR,COMBURG CASTLE WAY,VASSAL DR,320,27.0,0.16,6/12/2018 0:00,43436,,PM Thin Surface Treatment
SLCT6,2025861,5.0,COMBURG DR,VASSAL DR,LANCASTER DR,340,27.0,0.17,6/12/2018 0:00,43436,,PM Thin Surface Treatment
SLCT6,2025887,5.0,COMBURG DR,LANCASTER DR,TOULOUSE DR,323,27.0,0.17,6/12/2018 0:00,43436,,PM Thin Surface Treatment
SLCT6,2025669,5.0,OAK LEDGE DR,DAVIS LN,RUSTIC OAK LN,460,18.0,0.16,6/12/2018 0:00,43581,,PM Thin Surface Treatment
SLCT6,2025689,5.0,OAK LEDGE DR,RUSTIC OAK LN,SHERI OAK LN,379,18.0,0.13,6/12/2018 0:00,43581,,PM Thin Surface Treatment
SLCT6,2025711,5.0,OAK LEDGE DR,SHERI OAK LN,SHELBY OAK LN,320,18.0,0.11,6/12/2018 0:00,43581,,PM Thin Surface Treatment
SLCT6,2026174,5.0,OAK LEDGE DR,SHELBY OAK LN,COMBURG CASTLE WAY,320,18.0,0.11,6/12/2018 0:00,43581,,PM Thin Surface Treatment
SLCT6,2034626,5.0,RUSTIC OAK LN,2305,OAK LEDGE DR,778,16.0,0.24,6/12/2018 0:00,43621,,PM Thin Surface Treatment
SLCT6,2034639,5.0,SHELBY OAK LN,2301,OAK LEDGE DR,801,27.0,0.41,6/12/2018 0:00,43642,,PM Thin Surface Treatment
SLCT6,2034632,5.0,SHERI OAK LN,2301,OAK LEDGE DR,795,27.0,0.41,6/12/2018 0:00,43643,,PM Thin Surface Treatment
SLCT6,2025828,5.0,VASSAL DR,COMBURG DR,HEATHERWOOD DR,1162,27.0,0.59,6/12/2018 0:00,43684,,PM Thin Surface Treatment
SLCT6,2026178,5.0,VASSAL DR,HEATHERWOOD DR,COLLINGWOOD DR,312,27.0,0.16,6/12/2018 0:00,43684,,PM Thin Surface Treatment
SLCT6,3194668,10.0,PEARCE RD,4100,CITY PARK RD,5564,20.0,2.11,6/12/2018 0:00,43279,,PM Thin Surface Treatment
SLCT6,2025725,5.0,COMBURG CASTLE WAY,COLLINGWOOD DR,QUEENSWOOD DR,347,27.0,0.18,6/13/2018 0:00,43435,,PM Thin Surface Treatment
SLCT6,2026175,5.0,COMBURG CASTLE WAY,OAK LEDGE DR,COLLINGWOOD DR,408,27.0,0.21,6/13/2018 0:00,43435,,PM Thin Surface Treatment
SLCT6,2026176,5.0,COMBURG CASTLE WAY,COMBURG DR,OAK LEDGE DR,1067,27.0,0.55,6/13/2018 0:00,43435,,PM Thin Surface Treatment
SLCT6,2034648,5.0,COMBURG CASTLE WAY,2201,COMBURG DR,144,27.0,0.07,6/13/2018 0:00,43435,,PM Thin Surface Treatment
SLCT6,2025685,5.0,ESCABOSA DR,EMPRESS BLVD,MOSQUERO CIR,191,48.0,0.17,6/13/2018 0:00,43479,,PM Thin Surface Treatment
SLCT6,2025729,5.0,ESCABOSA DR,MOSQUERO CIR,MINOT CIR,492,30.0,0.28,6/13/2018 0:00,43479,,PM Thin Surface Treatment
SLCT6,2025761,5.0,ESCABOSA DR,MINOT CIR,MOSQUERO CIR,457,30.0,0.26,6/13/2018 0:00,43479,,PM Thin Surface Treatment
SLCT6,2025742,5.0,MINOT CIR,ESCABOSA DR,ESCABOSA DR,1036,30.0,0.59,6/13/2018 0:00,43566,,PM Thin Surface Treatment
SLCT6,2025762,5.0,MOSQUERO CIR,ESCABOSA DR,ESCABOSA DR,1481,30.0,0.84,6/13/2018 0:00,43574,,PM Thin Surface Treatment
SLCT6,2013357,10.0,SMALL DR,MOUNT BONNELL RD,LOOKOUT MOUNTAIN DR,668,27.0,0.34,6/13/2018 0:00,43646,,PM Thin Surface Treatment
SLCT6,2013360,10.0,SMALL DR,LOOKOUT MOUNTAIN DR,WESTSLOPE DR,454,27.0,0.23,6/13/2018 0:00,43646,,PM Thin Surface Treatment
SLCT6,2042818,10.0,SMALL DR,CROSS VALLEY RUN,MOUNT BONNELL RD,1164,41.0,0.9,6/13/2018 0:00,43646,,PM Thin Surface Treatment
PMOL,2019878,10.0,35TH ST W,MILLS AVE,CRAWFORD AVE,182,41.0,0.14,6/14/2018 0:00,62581,,PM Overlay
PMOL,2019881,10.0,35TH ST W,34TH ST W,MILLS AVE,278,27.0,0.14,6/14/2018 0:00,62581,,PM Overlay
PMOL,2019882,10.0,35TH ST W,MILLS AVE,MILLS AVE,161,27.0,0.08,6/14/2018 0:00,62581,,PM Overlay
PMOL,2040680,10.0,35TH ST W,CRAWFORD AVE,KERBEY LN,282,41.0,0.22,6/14/2018 0:00,62581,,PM Overlay
SLCT6,2005778,6.0,MUSTANG CHASE,MAVERICK DR,DEER TRACK,432,24.0,0.2,6/14/2018 0:00,43333,,PM Thin Surface Treatment
SLCT6,2005786,6.0,MUSTANG CHASE,PONDEROSA PKWY,MAVERICK DR,154,24.0,0.07,6/14/2018 0:00,43333,,PM Thin Surface Treatment
SLCT6,2005808,6.0,MUSTANG CHASE,HEREFORD WAY,PONDEROSA PKWY,273,24.0,0.12,6/14/2018 0:00,43333,,PM Thin Surface Treatment
SLCT6,2005862,6.0,MUSTANG CHASE,BRANDING CHASE,HEREFORD WAY,654,24.0,0.3,6/14/2018 0:00,43333,,PM Thin Surface Treatment
SLCT6,2005910,6.0,MUSTANG CHASE,PONY CHASE,BRANDING CHASE,535,24.0,0.24,6/14/2018 0:00,43333,,PM Thin Surface Treatment
SLCT6,2005970,6.0,MUSTANG CHASE,RAMBLING RANGE,PONY CHASE,541,24.0,0.25,6/14/2018 0:00,43333,,PM Thin Surface Treatment
SLCT6,2006041,6.0,MUSTANG CHASE,BULL RUN,RAMBLING RANGE,591,24.0,0.27,6/14/2018 0:00,43333,,PM Thin Surface Treatment
SLCT6,2006046,6.0,MUSTANG CHASE,GATE WAY,BULL RUN,115,27.0,0.06,6/14/2018 0:00,43333,,PM Thin Surface Treatment
SLCT6,2006179,6.0,MUSTANG CHASE,DUVAL RD,GATE WAY,1191,27.0,0.61,6/14/2018 0:00,43333,,PM Thin Surface Treatment
SLCT6,2030510,6.0,MUSTANG CHASE,DEER TRACK,12416,183,24.0,0.08,6/14/2018 0:00,43333,,PM Thin Surface Treatment
SLCT6,2042143,2.0,CULLEN LN,RALPH ABLANEDO DR,SLAUGHTER LN W,2620,20.0,0.99,6/14/2018 0:00,43449,,PM Thin Surface Treatment
SLCT6,2006105,6.0,GATE WAY,BUFFALO GAP,MUSTANG CHASE,603,22.0,0.25,6/14/2018 0:00,43495,,PM Thin Surface Treatment
SLCT6,2006207,6.0,GATE WAY,DUVAL RD,BUFFALO GAP,851,22.0,0.35,6/14/2018 0:00,43495,,PM Thin Surface Treatment
SLCT6,2005839,6.0,HEREFORD WAY,BAR-X DR,MUSTANG CHASE,765,27.0,0.39,6/14/2018 0:00,43509,,PM Thin Surface Treatment
SLCT6,2042067,2.0,CIRCLE S RD,DITTMAR RD E,FOREMOST DR,1647,20.0,0.62,6/14/2018 0:00,43301,,PM Thin Surface Treatment
PMOL,2016596,10.0,KERBEY LN,29TH ST W,30TH ST W,345,27.0,0.18,6/14/2018 0:00,21906,,PM Overlay
PMOL,2016530,10.0,KERBEY LN,30TH ST W,31ST ST W,287,27.0,0.15,6/14/2018 0:00,21906,,PM Overlay
PMOL,2016480,10.0,KERBEY LN,31ST ST W,32ND ST W,348,27.0,0.18,6/14/2018 0:00,21906,,PM Overlay
PMOL,2016418,10.0,KERBEY LN,32ND ST W,33RD ST W,452,27.0,0.23,6/14/2018 0:00,21906,,PM Overlay
PMOL,2016345,10.0,KERBEY LN,33RD ST W,34TH ST W,473,27.0,0.24,6/14/2018 0:00,21906,,PM Overlay
PMOL,2019876,10.0,KERBEY LN,34TH ST W,35TH ST W,480,27.0,0.25,6/14/2018 0:00,21906,,PM Overlay
STROL,2016197,10.0,KERBEY LN,35TH ST W,OLD WEST 38TH ST,508,27.0,0.26,6/15/2018 0:00,18711,,PM Overlay
STROL,2016102,10.0,KERBEY LN,OLD WEST 38TH ST,38TH ST W,123,27.0,0.06,6/15/2018 0:00,18711,,PM Overlay
SLCT6,2016154,10.0,JEFFERSON ST,35TH ST W,38TH ST W,584,37.0,0.41,6/15/2018 0:00,43322,,PM Thin Surface Treatment
SLCT6,2016226,10.0,JEFFERSON ST,34TH ST W,35TH ST W,405,45.0,0.35,6/15/2018 0:00,43322,,PM Thin Surface Treatment
SLCT6,2016242,10.0,JEFFERSON ST,34TH ST W,34TH ST W,141,27.0,0.06,6/15/2018 0:00,43322,,PM Thin Surface Treatment
SLCT6,2016305,10.0,JEFFERSON ST,33RD ST W,34TH ST W,473,27.0,0.25,6/15/2018 0:00,43322,,PM Thin Surface Treatment
SLCT6,2016387,10.0,JEFFERSON ST,32ND ST W,33RD ST W,468,27.0,0.24,6/15/2018 0:00,43322,,PM Thin Surface Treatment
SLCT6,2016440,10.0,JEFFERSON ST,31ST ST W,32ND ST W,320,27.0,0.16,6/15/2018 0:00,43322,,PM Thin Surface Treatment
SLCT6,2016488,10.0,JEFFERSON ST,30TH ST W,31ST ST W,307,27.0,0.16,6/15/2018 0:00,43322,,PM Thin Surface Treatment
SLCT6,2020143,10.0,JEFFERSON ST,MOHLE DR,29TH ST W,324,27.0,0.17,6/15/2018 0:00,43322,,PM Thin Surface Treatment
SLCT6,2020167,10.0,JEFFERSON ST,NORTHWOOD RD,MOHLE DR,388,27.0,0.2,6/15/2018 0:00,43322,,PM Thin Surface Treatment
SLCT6,2047091,10.0,JEFFERSON ST,29TH ST W,30TH ST W,333,27.0,0.17,6/15/2018 0:00,43322,,PM Thin Surface Treatment
FSMOL,2018629,9.0,9TH ST E,NECHES ST,RED RIVER ST,348,57.0,0.38,6/15/2018 0:00,81358,,PM Overlay
SLCT6,2013550,10.0,VALLEY OAK DR,HIGHLAND CT,HANCOCK DR,108,27.0,0.06,6/15/2018 0:00,43683,,PM Thin Surface Treatment
SLCT6,2013560,10.0,VALLEY OAK DR,SUNNY LN,HIGHLAND CT,307,27.0,0.16,6/15/2018 0:00,43683,,PM Thin Surface Treatment
SLCT6,2013587,10.0,VALLEY OAK DR,HIGHLAND TER W,SUNNY LN,614,27.0,0.31,6/15/2018 0:00,43683,,PM Thin Surface Treatment
PMOL,2016197,10.0,KERBEY LN,35TH ST W,OLD WEST 38TH ST,508,27.0,0.26,6/15/2018 0:00,25105,,PM Overlay
PMOL,2016102,10.0,KERBEY LN,OLD WEST 38TH ST,38TH ST W,123,27.0,0.06,6/15/2018 0:00,25105,,PM Overlay
SLCT6,2006120,6.0,WHISPERING VALLEY DR,MISTY BROOK DR,CHARM CIR,589,30.0,0.33,6/21/2018 0:00,43367,,PM Thin Surface Treatment
SLCT6,2006142,6.0,WHISPERING VALLEY DR,BLACK ANGUS DR,MISTY BROOK DR,161,30.0,0.09,6/21/2018 0:00,43367,,PM Thin Surface Treatment
SLCT6,2006273,6.0,WHISPERING VALLEY DR,SWITCH WILLO,ALPHEUS AVE,131,30.0,0.07,6/21/2018 0:00,43367,,PM Thin Surface Treatment
SLCT6,2042660,6.0,WHISPERING VALLEY DR,ALPHEUS AVE,BLACK ANGUS DR,1536,41.0,1.19,6/21/2018 0:00,43367,,PM Thin Surface Treatment
SLCT6,2006332,6.0,ACROPOLIS CT,ALPHEUS AVE,WHISPERING VALLEY DR,329,27.0,0.17,6/21/2018 0:00,43372,,PM Thin Surface Treatment
SLCT6,2039251,6.0,ALPHEUS AVE,ACROPOLIS CT,WHISPERING VALLEY DR,720,27.0,0.37,6/21/2018 0:00,43375,,PM Thin Surface Treatment
SLCT6,2035613,6.0,AMESLEY CV,SWITCH WILLO,4841,444,27.0,0.23,6/21/2018 0:00,43376,,PM Thin Surface Treatment
SLCT6,2035614,6.0,CHADBURY CV,SWITCH WILLO,4829,365,27.1,0.19,6/21/2018 0:00,43420,,PM Thin Surface Treatment
SLCT6,2025767,5.0,CHERISE LN,QUEENSWOOD DR,MARSH DR,310,27.0,0.16,6/21/2018 0:00,43424,,PM Thin Surface Treatment
SLCT6,2034665,5.0,CROWNSPOINT CIR,9401,CROWNSPOINT DR,281,27.0,0.14,6/21/2018 0:00,43448,,PM Thin Surface Treatment
SLCT6,2034710,5.0,KENTISH CV,8901,KENTISH DR,175,27.0,0.12,6/21/2018 0:00,43535,,PM Thin Surface Treatment
SLCT6,2026043,5.0,KENTISH DR,MARSH DR,WAGTAIL CV,269,27.0,0.14,6/21/2018 0:00,43536,,PM Thin Surface Treatment
SLCT6,2026045,5.0,KENTISH DR,WAGTAIL CV,CURLEW DR,274,27.0,0.14,6/21/2018 0:00,43536,,PM Thin Surface Treatment
SLCT6,2026050,5.0,KENTISH DR,CURLEW DR,KENTISH CV,304,27.0,0.15,6/21/2018 0:00,43536,,PM Thin Surface Treatment
SLCT6,2026052,5.0,KENTISH DR,KENTISH CV,CREEKMONT CV,298,27.0,0.15,6/21/2018 0:00,43536,,PM Thin Surface Treatment
SLCT6,2034711,5.0,KENTISH DR,CREEKMONT CV,2823,1037,27.0,0.07,6/21/2018 0:00,43536,,PM Thin Surface Treatment
SLCT6,2006157,6.0,MISTY BROOK DR,GYPSY CV,WHISPERING VALLEY DR,249,27.0,0.13,6/21/2018 0:00,43567,,PM Thin Surface Treatment
SLCT6,2006193,6.0,MISTY BROOK DR,MISTY BROOK CV,GYPSY CV,305,27.0,0.16,6/21/2018 0:00,43567,,PM Thin Surface Treatment
SLCT6,2006216,6.0,MISTY BROOK DR,SWITCH WILLO,MISTY BROOK CV,299,27.0,0.15,6/21/2018 0:00,43567,,PM Thin Surface Treatment
FSMOL,3343321,4.0,CLAYTON LN,800,815,300,27.1,0.15,6/21/2018 0:00,43010,,PM Overlay
SLCT6,2006274,6.0,SWITCH WILLO,AMESLEY CV,MISTY BROOK DR,270,18.0,0.09,6/21/2018 0:00,43661,,PM Thin Surface Treatment
SLCT6,2035880,6.0,SWITCH WILLO,CHADBURY CV,AMESLEY CV,304,27.1,0.16,6/21/2018 0:00,43661,,PM Thin Surface Treatment
SLCT6,2034798,5.0,WAGTAIL CV,8901,KENTISH DR,188,27.0,0.12,6/21/2018 0:00,43695,,PM Thin Surface Treatment
SLCT6,2025765,5.0,WILCREST DR,WAGTAIL DR,CURLEW DR,294,27.0,0.15,6/21/2018 0:00,43707,,PM Thin Surface Treatment
SLCT6,2025781,5.0,WILCREST DR,MARSH DR,WAGTAIL DR,258,27.0,0.13,6/21/2018 0:00,43707,,PM Thin Surface Treatment
SLCT6,2025939,5.0,MONARCH DR,MARSH DR,CURLEW DR,292,39.0,0.22,6/23/2018 0:00,43331,,PM Thin Surface Treatment
SLCT6,2025953,5.0,MONARCH DR,PRINCEWOOD PASS,MARSH DR,324,39.0,0.24,6/23/2018 0:00,43331,,PM Thin Surface Treatment
SLCT6,2025980,5.0,MONARCH DR,WOODSHIRE DR,PRINCEWOOD PASS,842,39.0,0.62,6/23/2018 0:00,43331,,PM Thin Surface Treatment
SLCT6,2026017,5.0,MONARCH DR,ROXANNA DR,CASTLEWOOD DR,370,37.0,0.26,6/23/2018 0:00,43331,,PM Thin Surface Treatment
SLCT6,2042095,5.0,MONARCH DR,CASTLEWOOD DR,WOODSHIRE DR,458,39.0,0.34,6/23/2018 0:00,43331,,PM Thin Surface Treatment
SLCT6,2047217,5.0,MONARCH DR,MANCHACA RD,ROXANNA DR,1463,37.0,1.03,6/23/2018 0:00,43331,,PM Thin Surface Treatment
SLCT6,2025780,5.0,MARSH DR,CHERISE LN,WILCREST DR,292,27.0,0.15,6/23/2018 0:00,43555,,PM Thin Surface Treatment
SLCT6,2025815,5.0,MARSH DR,WILCREST DR,LINDSEY CV,294,27.0,0.15,6/23/2018 0:00,43555,,PM Thin Surface Treatment
SLCT6,2025849,5.0,MARSH DR,LINDSEY CV,GADWALL CV,289,27.0,0.15,6/23/2018 0:00,43555,,PM Thin Surface Treatment
SLCT6,2025870,5.0,MARSH DR,GADWALL CV,CROWNSPOINT DR,304,27.0,0.16,6/23/2018 0:00,43555,,PM Thin Surface Treatment
SLCT6,2026041,5.0,MARSH DR,GUIDEPOST TRL,KENTISH DR,375,27.0,0.19,6/23/2018 0:00,43555,,PM Thin Surface Treatment
SLCT6,2026042,5.0,MARSH DR,KENTISH DR,CHERISE LN,856,27.0,0.43,6/23/2018 0:00,43555,,PM Thin Surface Treatment
