Treatment,Segment ID,Council District,Street Name,From Limit Street,To Limit Street,Segment Length,Segment Width,Lane Miles,Completion Date,PROJECT_ID,Resurfacing Description,Treatment Category
SLCT6,2042994,8.0,KENOSHA PASS,HILL OAKS DR,PONCHA PASS,1316,27.0,0.67,8/15/2017 0:00,43891,,PM Thin Surface Treatment
SLCT6,2016947,9.0,WRIGHTWOOD RD,ASHWOOD RD,KIRKWOOD RD,293,27.0,0.15,8/16/2017 0:00,28723,,PM Thin Surface Treatment
SLCT6,2017002,9.0,BROOKVIEW RD,CRESCENT DR,SCHIEFFER AVE,512,27.0,0.26,8/16/2017 0:00,27987,,PM Thin Surface Treatment
SLCT6,2017049,9.0,BROOKVIEW RD,40TH ST E,CRESCENT DR,325,27.0,0.17,8/16/2017 0:00,27987,,PM Thin Surface Treatment
SLCT6,2016904,9.0,SCHIEFFER AVE,CHERRYWOOD RD,CRESCENT DR,511,27.0,0.26,8/16/2017 0:00,28561,,PM Thin Surface Treatment
SLCT6,2016931,9.0,SCHIEFFER AVE,CRESCENT DR,BROOKVIEW RD,331,27.0,0.17,8/16/2017 0:00,28561,,PM Thin Surface Treatment
SLCT6,2016953,9.0,SCHIEFFER AVE,BROOKVIEW RD,VINELAND DR,252,27.0,0.13,8/16/2017 0:00,28561,,PM Thin Surface Treatment
SLCT6,2016969,9.0,SCHIEFFER AVE,VINELAND DR,AIRPORT BLVD,306,27.0,0.14,8/16/2017 0:00,28561,,PM Thin Surface Treatment
SLCT6,2017006,9.0,ASHWOOD RD,WRIGHTWOOD RD,MAPLEWOOD AVE,794,27.0,0.41,8/16/2017 0:00,27915,,PM Thin Surface Treatment
SLCT6,2034338,8.0,PONCHA PASS,6301,BENDING OAK RD,384,28.0,0.2,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2024251,8.0,PONCHA PASS,BENDING OAK RD,KENOSHA PASS,340,28.0,0.18,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2041582,8.0,PONCHA PASS,KENOSHA PASS,SAMAR CV,366,27.0,0.2,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2037026,8.0,PONCHA PASS,SAMAR CV,LA CONCHA PASS,372,27.0,0.18,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2027088,8.0,PONCHA PASS,LA CONCHA PASS,BREEZY PASS,200,27.0,0.1,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2027083,8.0,PONCHA PASS,BREEZY PASS,CONVICT HILL RD,820,27.0,0.42,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2026817,8.0,PONCHA PASS,CONVICT HILL RD,LA CONCHA PASS,710,27.0,0.36,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2026819,8.0,PONCHA PASS,LA CONCHA PASS,DEBCOE DR,186,27.0,0.1,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2026820,8.0,PONCHA PASS,DEBCOE DR,CLARA MARIE CV,150,27.0,0.08,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2026821,8.0,PONCHA PASS,CLARA MARIE CV,TELLURIDE TRL,261,27.0,0.13,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2026824,8.0,PONCHA PASS,TELLURIDE TRL,SNOWBIRD PASS,923,27.0,0.47,8/16/2017 0:00,43894,,PM Thin Surface Treatment
SLCT6,2013551,10.0,FAIRVIEW DR,SUNNY LN,HANCOCK DR,409,27.0,0.21,8/17/2017 0:00,28175,,PM Thin Surface Treatment
SLCT6,2013574,10.0,FAIRVIEW DR,HIGHLAND TER W,SUNNY LN,543,27.0,0.28,8/17/2017 0:00,28175,,PM Thin Surface Treatment
SLCT6,2013580,10.0,FAIRVIEW DR,BIG BEND DR,HIGHLAND TER W,313,27.0,0.16,8/17/2017 0:00,28175,,PM Thin Surface Treatment
SLCT6,2017155,1.0,WALDEN CIR,SINGLE SHOT CIR,SINGLE SHOT CIR,510,27.0,0.26,8/17/2017 0:00,28679,,PM Thin Surface Treatment
SLCT6,2017209,1.0,WALDEN CIR,BUNDYHILL DR,SINGLE SHOT CIR,321,27.0,0.16,8/17/2017 0:00,28679,,PM Thin Surface Treatment
SLCT6,2017109,1.0,HOWDEN CIR,SINGLE SHOT CIR,BUNDYHILL DR,265,27.0,0.14,8/17/2017 0:00,28275,,PM Thin Surface Treatment
SLCT6,2017267,1.0,CARSONHILL DR,BUNDYHILL DR,SEABROOK ST,790,27.0,0.4,8/17/2017 0:00,28026,,PM Thin Surface Treatment
SLCT6,2033151,1.0,CARSONHILL DR,SEABROOK ST,4912,983,27.0,0.5,8/17/2017 0:00,28026,,PM Thin Surface Treatment
SLCT6,2033155,1.0,BUNDY CREST CIR,BUNDYHILL DR,4908,142,27.0,0.07,8/17/2017 0:00,27994,,PM Thin Surface Treatment
SLCT6,2033164,1.0,BUNDYHILL CIR,BUNDYHILL DR,5108,146,41.0,0.11,8/17/2017 0:00,27995,,PM Thin Surface Treatment
SLCT6,2017208,1.0,BUNDYHILL DR,WALDEN CIR,HOWDEN CIR,723,27.0,0.37,8/17/2017 0:00,27996,,PM Thin Surface Treatment
SLCT6,2017268,1.0,BUNDYHILL DR,CARSONHILL DR,WALDEN CIR,389,27.0,0.2,8/17/2017 0:00,27996,,PM Thin Surface Treatment
SLCT6,2017317,1.0,BUNDYHILL DR,BUNDYHILL CIR,CARSONHILL DR,285,27.0,0.15,8/17/2017 0:00,27996,,PM Thin Surface Treatment
SLCT6,2017391,1.0,BUNDYHILL DR,MARTIN LUTHER KING BLVD E,BUNDYHILL CIR,350,27.0,0.18,8/17/2017 0:00,27996,,PM Thin Surface Treatment
SLCT6,2033143,1.0,BUNDYHILL DR,HOWDEN CIR,5014,588,27.0,0.3,8/17/2017 0:00,27996,,PM Thin Surface Treatment
SLCT6,2017217,1.0,SEABROOK ST,CARSONHILL DR,BROADHILL DR,299,27.0,0.15,8/17/2017 0:00,28566,,PM Thin Surface Treatment
SLCT6,2040852,1.0,SINGLE SHOT CIR,HOWDEN CIR,WALDEN CIR,1247,27.0,0.64,8/17/2017 0:00,28587,,PM Thin Surface Treatment
SLCT6,2017154,1.0,SINGLE SHOT CIR,WALDEN CIR,HOWDEN CIR,536,27.0,0.27,8/17/2017 0:00,28587,,PM Thin Surface Treatment
SLCT6,2017172,1.0,WALWORTH ST,BROADHILL DR,OLDFORT HILL DR,300,27.0,0.15,8/18/2017 0:00,28688,,PM Thin Surface Treatment
PMOL,2015763,9.0,DUVAL ST,49TH ST E,50TH ST E,414,37.0,0.29,8/18/2017 0:00,46141,,PM Overlay
PMOL,2015727,9.0,50TH ST E,DUVAL ST,EVANS AVE,323,27.0,0.17,8/18/2017 0:00,46142,,PM Overlay
PMOL,2015655,9.0,EVANS AVE,51ST ST E,BRUNING AVE,259,27.0,0.13,8/18/2017 0:00,46143,,PM Overlay
PMOL,2015726,9.0,EVANS AVE,50TH ST E,51ST ST E,449,27.0,0.23,8/18/2017 0:00,46143,,PM Overlay
PMOL,2015385,9.0,GENARD ST,LERALYNN ST,GUADALUPE ST,729,27.0,0.37,8/18/2017 0:00,46144,,PM Overlay
PMOL,2019853,9.0,GENARD ST,GUADALUPE ST,HUISACHE ST,535,27.0,0.27,8/18/2017 0:00,46144,,PM Overlay
PMOL,2015373,9.0,GUADALUPE ST,ZENNIA ST,GENARD ST,301,27.0,0.15,8/18/2017 0:00,46145,,PM Overlay
PMOL,2015323,9.0,GUADALUPE ST,GENARD ST,NORTH LOOP BLVD W,320,27.0,0.16,8/18/2017 0:00,46145,,PM Overlay
PMOL,2015501,4.0,MIDDLE FISKVILLE RD,54TH ST E,55TH ST E,455,37.0,0.32,8/18/2017 0:00,46146,,PM Overlay
PMOL,2015439,4.0,MIDDLE FISKVILLE RD,55TH ST E,56TH ST E,501,37.0,0.35,8/18/2017 0:00,46146,,PM Overlay
PMOL,2015562,4.0,MIDDLE FISKVILLE RD,BRUNING AVE,54TH ST E,421,37.0,0.32,8/18/2017 0:00,46146,,PM Overlay
PMOL,2047012,4.0,NELRAY BLVD,GUADALUPE ST,LAMAR BLVD N,880,27.0,0.45,8/18/2017 0:00,46147,,PM Overlay
PMOL,2040482,4.0,NELRAY BLVD,CHESTERFIELD AVE,GUADALUPE ST,903,27.0,0.46,8/18/2017 0:00,46147,,PM Overlay
PMOL,2033053,9.0,SPEEDWAY,46TH ST W,4616,379,27.0,0.19,8/18/2017 0:00,46148,,PM Overlay
PMOL,2040626,9.0,SPEEDWAY,45TH ST W,46TH ST W,825,27.0,0.42,8/18/2017 0:00,46148,,PM Overlay
PMOL,2015412,9.0,NORTH LOOP BLVD W,NORTH LOOP BLVD E,CHESTERFIELD AVE,827,37.0,0.58,8/18/2017 0:00,46149,,PM Overlay
PMOL,2015331,9.0,NORTH LOOP BLVD W,LERALYNN ST,GUADALUPE ST,732,37.0,0.51,8/18/2017 0:00,46149,,PM Overlay
PMOL,2019851,9.0,NORTH LOOP BLVD W,GUADALUPE ST,HUISACHE ST,541,37.0,0.38,8/18/2017 0:00,46149,,PM Overlay
PMOL,2040504,9.0,NORTH LOOP BLVD W,CHESTERFIELD AVE,LERALYNN ST,165,37.0,0.12,8/18/2017 0:00,46149,,PM Overlay
SLCT6,2040903,1.0,YORK HILL DR,RUSSET HILL DR,NORTHDALE DR,1337,27.0,0.68,8/18/2017 0:00,28726,,PM Thin Surface Treatment
SLCT6,2017216,1.0,BROADHILL DR,SEABROOK ST,WALWORTH ST,393,37.0,0.28,8/18/2017 0:00,27984,,PM Thin Surface Treatment
SLCT6,2017376,1.0,BROADHILL DR,MARTIN LUTHER KING BLVD E,SEABROOK ST,1039,37.0,0.73,8/18/2017 0:00,27984,,PM Thin Surface Treatment
SLCT6,2017311,1.0,RUSSET HILL DR,YORK HILL DR,NORTHDALE DR,1158,27.0,0.59,8/18/2017 0:00,28546,,PM Thin Surface Treatment
SLCT6,2017355,1.0,RUSSET HILL DR,MARTIN LUTHER KING BLVD E,YORK HILL DR,266,27.0,0.14,8/18/2017 0:00,28546,,PM Thin Surface Treatment
SLCT6,2017171,1.0,OLDFORT HILL DR,WALWORTH ST,NORTHDALE DR,410,27.0,0.21,8/18/2017 0:00,28448,,PM Thin Surface Treatment
SLCT6,2017366,1.0,OLDFORT HILL DR,MARTIN LUTHER KING BLVD E,WALWORTH ST,1209,27.0,0.62,8/18/2017 0:00,28448,,PM Thin Surface Treatment
PMOL,2024154,5.0,REDD ST,CACTUS LN,PACK SADDLE PASS,695,27.0,0.36,8/19/2017 0:00,28513,,PM Overlay
PMOL,2024177,5.0,REDD ST,MANCHACA RD,CACTUS LN,535,27.0,0.27,8/19/2017 0:00,28513,,PM Overlay
SLCT5,2019336,3.0,5TH ST E,PEDERNALES ST,SAN SABA ST,458,42.0,0.36,8/19/2017 0:00,25414,,PM Thin Surface Treatment
SLCT5,2019386,3.0,5TH ST E,SAN SABA ST,PACE ST,723,42.0,0.58,8/19/2017 0:00,25414,,PM Thin Surface Treatment
SLCT5,2019390,3.0,5TH ST E,PACE ST,PLEASANT VALLEY RD N,170,42.0,0.14,8/19/2017 0:00,25414,,PM Thin Surface Treatment
SLCT5,2019415,3.0,5TH ST E,PLEASANT VALLEY RD N,BROADWAY,340,41.0,0.26,8/19/2017 0:00,25414,,PM Thin Surface Treatment
SLCT5,2019428,3.0,5TH ST E,BROADWAY,LINDEN ST,327,41.0,0.25,8/19/2017 0:00,25414,,PM Thin Surface Treatment
SLCT5,2019463,3.0,5TH ST E,LINDEN ST,TILLERY ST,676,41.0,0.52,8/19/2017 0:00,25414,,PM Thin Surface Treatment
SLCT6,2040807,1.0,VIRGO LN,MOONGLOW DR,MOONGLOW DR,940,27.0,0.48,8/22/2017 0:00,28674,,PM Thin Surface Treatment
SLCT6,2017350,1.0,HILLDALE DR,MARTIN LUTHER KING BLVD E,NORTHDALE DR,929,27.0,0.48,8/22/2017 0:00,28269,,PM Thin Surface Treatment
SLCT5,2016692,1.0,CIELO VISTA DR,ASTRO VIEW DR,LOYOLA LN,193,41.0,0.16,8/22/2017 0:00,28052,,PM Thin Surface Treatment
SLCT5,2033112,1.0,CIELO VISTA DR,6500,ASTRO VIEW DR,102,41.0,0.08,8/22/2017 0:00,28052,,PM Thin Surface Treatment
SLCT6,2016686,1.0,MOONGLOW DR,VIRGO LN,SANDSHOF DR,254,27.0,0.13,8/22/2017 0:00,28403,,PM Thin Surface Treatment
SLCT6,2016719,1.0,MOONGLOW DR,ASTRO VIEW DR,VIRGO LN,404,27.0,0.21,8/22/2017 0:00,28403,,PM Thin Surface Treatment
SLCT5,2016527,1.0,SANDSHOF DR,SANDSHOF CIR,COLONY PARK DR,248,40.0,0.19,8/22/2017 0:00,28557,,PM Thin Surface Treatment
SLCT5,2016591,1.0,SANDSHOF DR,LOYOLA LN,SANDSHOF CIR,347,40.0,0.27,8/22/2017 0:00,28557,,PM Thin Surface Treatment
SLCT5,2016621,1.0,SANDSHOF DR,ARIES LN,LOYOLA LN,193,40.0,0.15,8/22/2017 0:00,28557,,PM Thin Surface Treatment
SLCT5,2016674,1.0,SANDSHOF DR,MOONGLOW DR,ARIES LN,319,40.0,0.25,8/22/2017 0:00,28557,,PM Thin Surface Treatment
SLCT5,2033113,1.0,SANDSHOF DR,LUCY CV,MOONGLOW DR,1211,40.0,0.92,8/22/2017 0:00,28557,,PM Thin Surface Treatment
SLCT5,2016527,1.0,SANDSHOF DR,SANDSHOF CIR,COLONY PARK DR,248,40.0,0.19,8/22/2017 0:00,28557,,PM Thin Surface Treatment
SLCT5,2016591,1.0,SANDSHOF DR,LOYOLA LN,SANDSHOF CIR,347,40.0,0.27,8/22/2017 0:00,28557,,PM Thin Surface Treatment
SLCT5,2016621,1.0,SANDSHOF DR,ARIES LN,LOYOLA LN,193,40.0,0.15,8/22/2017 0:00,28557,,PM Thin Surface Treatment
SLCT5,2016674,1.0,SANDSHOF DR,MOONGLOW DR,ARIES LN,319,40.0,0.25,8/22/2017 0:00,28557,,PM Thin Surface Treatment
SLCT5,2033113,1.0,SANDSHOF DR,LUCY CV,MOONGLOW DR,1211,40.0,0.92,8/22/2017 0:00,28557,,PM Thin Surface Treatment
SLCT6,2033081,1.0,JAIRED DR,MUFFIN DR,COLONY PARK DR,274,27.0,0.14,8/23/2017 0:00,28285,,PM Thin Surface Treatment
SLCT6,2033142,1.0,MAREJADA DR,SENDERO HILLS PKWY,7024,223,27.0,0.11,8/23/2017 0:00,28369,,PM Thin Surface Treatment
SLCT6,2017367,1.0,EASTDALE DR,MARTIN LUTHER KING BLVD E,NORTHDALE DR,845,27.0,0.43,8/23/2017 0:00,28146,,PM Thin Surface Treatment
SLCT6,2016161,1.0,MUFFIN DR,JAIRED DR,RITCHIE DR,891,27.0,0.46,8/23/2017 0:00,28407,,PM Thin Surface Treatment
SLCT6,2017149,1.0,SIGNAL PT,ALONDRA LN,SENDERO HILLS PKWY,1044,27.0,0.53,8/23/2017 0:00,28578,,PM Thin Surface Treatment
SLCT6,2017227,1.0,SIGNAL PT,SENDERO HILLS PKWY,ALONDRA LN,1044,27.0,0.53,8/23/2017 0:00,28578,,PM Thin Surface Treatment
SLCT6,2017181,1.0,ALONDRA LN,SIGNAL PT,PINON VISTA DR,285,27.0,0.15,8/23/2017 0:00,27884,,PM Thin Surface Treatment
SLCT6,2017221,1.0,ALONDRA LN,PINON VISTA DR,LONGHOUSE CREEK DR,290,27.0,0.15,8/23/2017 0:00,27884,,PM Thin Surface Treatment
SLCT6,2017165,1.0,ALSACE TRL,SENDERO HILLS PKWY,SENDERO HILLS PKWY,1362,27.0,0.7,8/23/2017 0:00,27885,,PM Thin Surface Treatment
SLCT6,2040792,1.0,ARIES LN,SANDSHOF DR,ASTRO VIEW DR,957,27.0,0.49,8/24/2017 0:00,27909,,PM Thin Surface Treatment
SLCT5,2040793,1.0,ASTRO VIEW DR,ARIES LN,CIELO VISTA DR,429,41.0,0.33,8/25/2017 0:00,27919,,PM Thin Surface Treatment
SLCT5,2016718,1.0,ASTRO VIEW DR,MOONGLOW DR,ARIES LN,390,41.0,0.3,8/25/2017 0:00,27919,,PM Thin Surface Treatment
SLCT5,2017021,1.0,PINON VISTA DR,PERLITA DR,SENDERO HILLS PKWY,267,27.0,0.14,9/5/2017 0:00,28482,,PM Thin Surface Treatment
SLCT5,2017058,1.0,PINON VISTA DR,CHEREMOYA DR,PERLITA DR,331,27.0,0.17,9/5/2017 0:00,28482,,PM Thin Surface Treatment
SLCT5,2017093,1.0,PINON VISTA DR,CHARTER OAK LN,CHEREMOYA DR,325,27.0,0.17,9/5/2017 0:00,28482,,PM Thin Surface Treatment
SLCT5,2017180,1.0,PINON VISTA DR,ALONDRA LN,CHARTER OAK LN,547,27.0,0.28,9/5/2017 0:00,28482,,PM Thin Surface Treatment
SLCT5,2017287,1.0,PINON VISTA DR,SENDERO HILLS PKWY,ALONDRA LN,1229,27.0,0.63,9/5/2017 0:00,28482,,PM Thin Surface Treatment
SLCT6,3281155,1.0,CORSICA PL,SENDERO HILLS PKWY,CUL DE SAC,162,28.0,0.08,9/5/2017 0:00,28085,,PM Thin Surface Treatment
SLCT6,2006660,7.0,BATH WAY,COPPERFIELD DR,ZELLER LN,293,30.0,0.17,9/6/2017 0:00,44888,,PM Thin Surface Treatment
SLCT6,2035999,7.0,DONOVAN CIR,ZELLER LN,ZELLER LN,1124,30.0,0.64,9/6/2017 0:00,44892,,PM Thin Surface Treatment
SLCT6,2031560,7.0,FURROW CV,MARKHAM LN,12322,503,27.0,0.26,9/6/2017 0:00,44895,,PM Thin Surface Treatment
SLCT6,2031558,7.0,ZELLER LN,12300,DONOVAN CIR,193,30.0,0.11,9/6/2017 0:00,44906,,PM Thin Surface Treatment
SLCT6,2009731,7.0,ZELLER LN,DONOVAN CIR,RINGWOOD RD,179,30.0,0.1,9/6/2017 0:00,44906,,PM Thin Surface Treatment
SLCT6,2035998,7.0,ZELLER LN,RINGWOOD RD,DONOVAN CIR,426,27.1,0.22,9/6/2017 0:00,44906,,PM Thin Surface Treatment
SLCT6,2006654,7.0,ZELLER LN,DONOVAN CIR,BATH WAY,465,30.0,0.26,9/6/2017 0:00,44906,,PM Thin Surface Treatment
SLCT6,2006644,7.0,ZELLER LN,BATH WAY,WETHERSBY WAY,317,30.0,0.18,9/6/2017 0:00,44906,,PM Thin Surface Treatment
SLCT6,2006633,7.0,ZELLER LN,WETHERSBY WAY,WETHERSBY WAY,816,30.0,0.46,9/6/2017 0:00,44906,,PM Thin Surface Treatment
SLCT6,2009730,7.0,RINGWOOD RD,ZELLER LN,COPPERFIELD DR,299,30.0,0.17,9/6/2017 0:00,44899,,PM Thin Surface Treatment
SLCT6,2006634,7.0,WETHERSBY WAY,ZELLER LN,ZELLER LN,1032,27.0,0.53,9/6/2017 0:00,44904,,PM Thin Surface Treatment
SLCT6,2006607,7.0,WETHERSBY WAY,ZELLER LN,COPPERFIELD DR,183,27.0,0.09,9/6/2017 0:00,44904,,PM Thin Surface Treatment
SLCT6,2046958,7.0,FALLEN TOWER LN,UTTIMER LN,CAPTAIN HOPKINS CV,311,27.1,0.16,9/7/2017 0:00,44893,,PM Thin Surface Treatment
SLCT6,2006679,7.0,FALLEN TOWER LN,CAPTAIN HOPKINS CV,CHESTLE CT,971,37.0,0.68,9/7/2017 0:00,44893,,PM Thin Surface Treatment
SLCT6,2006639,7.0,FALLEN TOWER LN,CHESTLE CT,COPPERFIELD DR,279,37.0,0.2,9/7/2017 0:00,44893,,PM Thin Surface Treatment
SLCT6,2009734,7.0,MARKHAM LN,COPPERFIELD DR,FURROW CV,269,37.0,0.19,9/7/2017 0:00,44898,,PM Thin Surface Treatment
SLCT6,2009742,7.0,MARKHAM LN,FURROW CV,UTTIMER LN,465,37.0,0.33,9/7/2017 0:00,44898,,PM Thin Surface Treatment
SLCT6,2009747,7.0,MARKHAM LN,UTTIMER LN,THOMPKINS DR,346,37.0,0.24,9/7/2017 0:00,44898,,PM Thin Surface Treatment
SLCT6,2009741,7.0,UTTIMER LN,MARKHAM LN,CHILLIP CV,358,37.0,0.25,9/7/2017 0:00,44903,,PM Thin Surface Treatment
SLCT6,2009733,7.0,UTTIMER LN,CHILLIP CV,FALLEN TOWER LN,362,37.0,0.25,9/7/2017 0:00,44903,,PM Thin Surface Treatment
SLCT6,2046959,7.0,UTTIMER LN,FALLEN TOWER LN,COPPERFIELD DR,396,27.1,0.2,9/7/2017 0:00,44903,,PM Thin Surface Treatment
PMOL,2034321,5.0,RIM ROCK PATH,4501,FRONTIER TRL,268,27.0,0.14,9/7/2017 0:00,28525,,PM Overlay
PMOL,2034326,5.0,NEVADA PATH,4601,FRONTIER TRL,261,27.0,0.13,9/7/2017 0:00,28424,,PM Overlay
FSMOL,2034323,5.0,NAVAJO PATH,4501,PACK SADDLE PASS,279,27.0,0.14,9/8/2017 0:00,43041,,PM Overlay
PMOL,2024194,5.0,MERLE DR,BEN WHITE SVC RD EB  W,REDD ST,578,27.0,0.3,9/10/2017 0:00,28381,,PM Overlay
PMOL,2034330,5.0,MERLE DR,REDD ST,4525,709,27.0,0.28,9/10/2017 0:00,28381,,PM Overlay
SLCT6,2009740,7.0,COPPERFIELD DR,YAGER LN E,MARKHAM LN,513,41.0,0.4,9/11/2017 0:00,44891,,PM Thin Surface Treatment
SLCT6,2009732,7.0,COPPERFIELD DR,MARKHAM LN,RINGWOOD RD,185,41.0,0.14,9/11/2017 0:00,44891,,PM Thin Surface Treatment
SLCT6,2046960,7.0,COPPERFIELD DR,RINGWOOD RD,BATH WAY,601,41.0,0.47,9/11/2017 0:00,44891,,PM Thin Surface Treatment
SLCT6,2006659,7.0,COPPERFIELD DR,BATH WAY,UTTIMER LN,329,41.0,0.26,9/11/2017 0:00,44891,,PM Thin Surface Treatment
SLCT6,2006653,7.0,COPPERFIELD DR,UTTIMER LN,FALLEN TOWER LN,576,41.0,0.45,9/11/2017 0:00,44891,,PM Thin Surface Treatment
SLCT6,2006626,7.0,COPPERFIELD DR,FALLEN TOWER LN,WETHERSBY WAY,529,41.0,0.41,9/11/2017 0:00,44891,,PM Thin Surface Treatment
SLCT6,2039457,7.0,LITTLE EMILY WAY,THOMPKINS DR,YARMONT WAY,1137,27.0,0.59,9/13/2017 0:00,44896,,PM Thin Surface Treatment
SLCT6,2031568,7.0,FARNISH CV,12200,YARMONT WAY,319,27.0,0.16,9/14/2017 0:00,44894,,PM Thin Surface Treatment
SLCT6,2039475,7.0,LITTLE FATIMA LN,SHROPSHIRE BLVD,SHROPSHIRE BLVD,1517,33.0,0.96,9/14/2017 0:00,44897,,PM Thin Surface Treatment
SLCT6,2009793,7.0,SHROPSHIRE BLVD,YAGER LN E,LITTLE FATIMA LN,311,41.0,0.24,9/14/2017 0:00,44901,,PM Thin Surface Treatment
SLCT6,2009781,7.0,SHROPSHIRE BLVD,LITTLE FATIMA LN,YARMONT WAY,113,41.0,0.09,9/14/2017 0:00,44901,,PM Thin Surface Treatment
SLCT6,2009774,7.0,SHROPSHIRE BLVD,YARMONT WAY,LITTLE FATIMA LN,557,41.0,0.43,9/14/2017 0:00,44901,,PM Thin Surface Treatment
SLCT6,2009752,7.0,SHROPSHIRE BLVD,LITTLE FATIMA LN,CREWLER CV,279,41.0,0.22,9/14/2017 0:00,44901,,PM Thin Surface Treatment
SLCT6,2009746,7.0,SHROPSHIRE BLVD,CREWLER CV,THOMPKINS DR,381,41.0,0.3,9/14/2017 0:00,44901,,PM Thin Surface Treatment
SLCT6,2009768,7.0,THOMPKINS DR,YAGER LN E,LITTLE EMILY WAY,464,41.0,0.36,9/14/2017 0:00,44902,,PM Thin Surface Treatment
SLCT6,2009751,7.0,THOMPKINS DR,LITTLE EMILY WAY,MARKHAM LN,158,41.0,0.12,9/14/2017 0:00,44902,,PM Thin Surface Treatment
SLCT6,2039443,7.0,THOMPKINS DR,MARKHAM LN,YARMONT WAY,1214,41.0,0.94,9/14/2017 0:00,44902,,PM Thin Surface Treatment
SLCT6,2009735,7.0,THOMPKINS DR,YARMONT WAY,SHROPSHIRE BLVD,284,41.0,0.22,9/14/2017 0:00,44902,,PM Thin Surface Treatment
SLCT6,2012686,7.0,THOMPKINS DR,SHROPSHIRE BLVD,PARMER LN E,203,41.0,0.35,9/14/2017 0:00,44902,,PM Thin Surface Treatment
SLCT6,2009775,7.0,YARMONT WAY,SHROPSHIRE BLVD,FARNISH CV,238,27.0,0.12,9/14/2017 0:00,44905,,PM Thin Surface Treatment
SLCT6,2039458,7.0,YARMONT WAY,FARNISH CV,LITTLE EMILY WAY,907,27.0,0.46,9/14/2017 0:00,44905,,PM Thin Surface Treatment
SLCT6,2009736,7.0,YARMONT WAY,LITTLE EMILY WAY,THOMPKINS DR,254,27.0,0.13,9/14/2017 0:00,44905,,PM Thin Surface Treatment
PMOL,2024209,5.0,FRONTIER TRL,PACK SADDLE PASS,NEVADA PATH,339,27.0,0.17,9/14/2017 0:00,28200,,PM Overlay
PMOL,2024243,5.0,FRONTIER TRL,NEVADA PATH,CACTUS LN,334,27.0,0.17,9/14/2017 0:00,28200,,PM Overlay
PMOL,2024297,5.0,FRONTIER TRL,CACTUS LN,LASSO PATH,527,27.0,0.27,9/14/2017 0:00,28200,,PM Overlay
PMOL,2024340,5.0,FRONTIER TRL,LASSO PATH,MANCHACA RD,513,27.0,0.26,9/14/2017 0:00,28200,,PM Overlay
SLCT6,2006641,7.0,BRADBURY LN,BARTHOLDI ST,DANBROOK CV,297,27.0,0.15,9/15/2017 0:00,44889,,PM Thin Surface Treatment
SLCT6,2006647,7.0,BRADBURY LN,DANBROOK CV,SERAFY CT,303,27.0,0.15,9/15/2017 0:00,44889,,PM Thin Surface Treatment
SLCT6,2006652,7.0,BRADBURY LN,SERAFY CT,KNOWELL DR,241,27.0,0.12,9/15/2017 0:00,44889,,PM Thin Surface Treatment
SLCT6,2006646,7.0,SERAFY CT,BRADBURY LN,COLLINDALE DR,598,27.0,0.31,9/15/2017 0:00,44900,,PM Thin Surface Treatment
PMOL,2026300,5.0,RUSSELL,MANCHACA TO BEN WHITE EB RAMP,REDD ST,576,27.0,0.29,9/18/2017 0:00,28544,,PM Overlay
PMOL,2024199,5.0,ROUNDUP TRL,WESTERN TRAILS BLVD,PACK SADDLE PASS,775,27.0,0.4,9/18/2017 0:00,25161,,PM Overlay
PMOL,2024255,5.0,ROUNDUP TRL,PACK SADDLE PASS,CACTUS LN,682,27.0,0.35,9/18/2017 0:00,25161,,PM Overlay
PMOL,2024344,5.0,ROUNDUP TRL,CACTUS LN,PAWNEE PATHWAY,916,27.0,0.47,9/18/2017 0:00,25161,,PM Overlay
PMOL,2024370,5.0,ROUNDUP TRL,PAWNEE PATHWAY,MANCHACA RD,378,27.0,0.19,9/18/2017 0:00,25161,,PM Overlay
PMOL,2023532,2.0,SOFTWOOD DR,TURNSTONE DR,FLICKER LN,283,27.0,0.14,9/21/2017 0:00,28591,,PM Overlay
PMOL,2023551,2.0,SOFTWOOD DR,FLICKER LN,DOVE SPRINGS DR,682,27.0,0.35,9/21/2017 0:00,28591,,PM Overlay
PMOL,2023559,2.0,SOFTWOOD DR,DOVE SPRINGS DR,BRASSIEWOOD DR,298,27.0,0.15,9/21/2017 0:00,28591,,PM Overlay
PMOL,2023565,2.0,SOFTWOOD DR,BRASSIEWOOD DR,CREEK BEND DR,326,27.0,0.17,9/21/2017 0:00,28591,,PM Overlay
PMOL,2023542,2.0,TURTLE DOVE DR,TURNSTONE DR,DOVE SPRINGS DR,981,27.0,0.5,9/22/2017 0:00,28657,,PM Overlay
