ID,Length,Material,Diameter,Installed,Leak Occurred
67552,105.25 ft,PVC,8,34340,0
67553,127.05 ft,PVC,8,35065,0
67554,11.19 ft,PVC,8,35263,0
67555,19.84 ft,PVC,6,34335,0
67556,17.77 ft,PVC,8,37257,0
67558,18.09 ft,Ductile Iron,8,30317,0
67559,7 ft,Cast Iron,6,33239,0
6756,3.03 ft,Ductile Iron,12,31534,0
67560,162.5 ft,Ductile Iron,12,29221,0
67561,7 ft,Cast Iron,6,27760,0
67562,7.5 ft,PVC,6,36892,0
67563,19.98 ft,PVC,8,37257,0
67564,386.99 ft,Ductile Iron,12,27760,0
67565,356.36 ft,PVC,8,35431,0
67566,253.51 ft,Reinforced Concrete Cylinder Pipe,24,24108,0
67567,146.33 ft,Cast Iron,8,24108,0
67568,58.68 ft,PVC,12,36892,0
67569,11.21 ft,PVC,8,36161,0
6757,168.43 ft,PVC,8,36526,0
67571,8.24 ft,Reinforced Concrete Cylinder Pipe,18,31587,0
67572,42.97 ft,PVC,8,32874,0
67573,857.47 ft,Cast Iron,6,26665,1
67575,4 ft,PVC,6,33604,0
67576,2.86 ft,PVC,6,35431,0
67577,25.53 ft,Cast Iron,8,22647,0
67578,5 ft,Cast Iron,6,31048,0
67579,33.87 ft,PVC,6,33604,0
67580,10.17 ft,PVC,12,33604,0
67581,28.21 ft,Cast Iron,8,28491,0
67582,5 ft,PVC,6,34700,0
67583,7 ft,PVC,6,32509,0
67584,2.44 ft,PVC,8,31048,0
67585,12.96 ft,Cast Iron,6,24108,0
67586,18.86 ft,PVC,8,36526,0
67587,7 ft,Ductile Iron,6,30317,0
67588,3.56 ft,Cast Iron,6,28856,0
6759,14.97 ft,PVC,6,33970,0
67590,14.48 ft,PVC,6,36892,0
67592,12.24 ft,PVC,6,36892,0
67593,4 ft,PVC,6,36526,0
67594,24.95 ft,Cast Iron,4,25569,0
67595,4.24 ft,Cast Iron,6,27760,0
67596,29.06 ft,Cast Iron,8,27030,0
67597,67.9 ft,PVC,8,34700,0
67598,5 ft,PVC,6,33239,0
67599,8.02 ft,Cast Iron,6,26665,0
676,13.74 ft,Reinforced Concrete Cylinder Pipe,36,35065,0
6760,7.45 ft,Ductile Iron,12,31413,0
67600,231.56 ft,Cast Iron,14,27030,0
67601,23.24 ft,PVC,6,31048,0
67602,248.08 ft,PVC,8,35065,0
67603,10 ft,PVC,8,31413,0
67604,7.57 ft,Cast Iron,6,28491,0
67605,5.68 ft,Ductile Iron,8,32874,0
67606,293.34 ft,Ductile Iron,8,30317,0
67608,15.25 ft,Ductile Iron,8,34700,0
67609,259.43 ft,Cast Iron,8,27395,0
6761,25.39 ft,PVC,8,36892,0
67610,15.13 ft,Ductile Iron,6,31048,0
67611,20.44 ft,PVC,8,35796,0
67613,16.32 ft,Cast Iron,8,29587,0
67614,22.12 ft,PVC,8,35065,0
67615,8.7 ft,PVC,8,36508,0
67616,6.94 ft,PVC,6,34700,0
67617,14.13 ft,PVC,8,33970,0
67618,17.35 ft,PVC,8,36161,0
67619,384.32 ft,Ductile Iron,12,31048,0
6762,1.65 ft,PVC,6,33604,0
67620,22.45 ft,PVC,8,33604,0
67623,6.2 ft,Cast Iron,6,28126,0
67624,15.27 ft,PVC,6,36526,0
67625,11.09 ft,PVC,12,31048,0
67626,1.78 ft,PVC,12,30682,0
67627,26.25 ft,PVC,6,31048,0
67628,15.65 ft,Ductile Iron,8,30682,0
67629,87.71 ft,PVC,8,35417,0
6763,30.42 ft,PVC,8,35431,0
67630,24.09 ft,PVC,8,31048,0
67631,10.91 ft,PVC,12,35796,0
67632,6 ft,PVC,6,32509,0
67633,10.23 ft,Ductile Iron,4,33604,0
67634,53.33 ft,PVC,8,34335,0
67635,32.35 ft,Ductile Iron,6,28856,0
67636,17.39 ft,PVC,6,36892,0
67637,17.24 ft,PVC,6,35431,0
67638,154.16 ft,Reinforced Concrete Cylinder Pipe,24,29587,0
67639,7.95 ft,PVC,8,31048,0
6764,34.23 ft,Cast Iron,6,30317,0
67640,17.22 ft,PVC,8,33604,0
67641,183.52 ft,PVC,8,34335,0
67642,13.15 ft,PVC,8,35796,0
67643,10.87 ft,PVC,8,36892,0
67644,344.64 ft,PVC,8,31048,0
67645,31.3 ft,PVC,6,31048,0
67646,10 ft,Ductile Iron,8,33604,0
67647,19 ft,Cast Iron,6,33239,0
67648,10 ft,Ductile Iron,6,30682,0
67649,233.43 ft,PVC,8,36526,0
6765,5.44 ft,PVC,6,31413,0
67650,5.83 ft,Ductile Iron,8,30682,0
67651,19.61 ft,PVC,6,35796,0
67653,256.22 ft,PVC,6,26665,0
67654,28.07 ft,PVC,8,30682,0
67655,161.56 ft,Ductile Iron,12,31519,0
67656,5 ft,Ductile Iron,6,30317,0
67657,12.78 ft,Cast Iron,6,28491,0
67658,22.74 ft,Cast Iron,6,33239,0
6766,6.05 ft,PVC,6,34335,0
67661,50.58 ft,Ductile Iron,8,31048,0
67662,4.02 ft,Ductile Iron,12,31043,0
67663,207 ft,PVC,8,34700,0
67665,4 ft,PVC,6,35065,0
67666,37.98 ft,PVC,8,30682,0
67667,43.39 ft,PVC,8,34700,0
67668,9.94 ft,PVC,8,33970,0
67669,9.99 ft,Ductile Iron,8,31778,0
6767,2.75 ft,PVC,6,34335,0
67670,20.31 ft,PVC,6,33366,0
67671,187.55 ft,PVC,12,31413,0
67672,10.63 ft,PVC,12,33970,0
67673,21.21 ft,PVC,12,31413,0
67674,26.05 ft,PVC,8,36161,0
67675,10.09 ft,PVC,8,35955,0
67676,307.79 ft,PVC,8,33604,0
67678,4 ft,Cast Iron,6,28856,0
67679,233.97 ft,Cast Iron,6,27760,0
6768,4.85 ft,PVC,6,33970,0
67680,35.29 ft,Ductile Iron,8,32874,0
67681,514.75 ft,Cast Iron,8,28491,0
67682,5 ft,Cast Iron,6,26299,0
67683,96.97 ft,PVC,8,35796,0
67684,63.9 ft,Reinforced Concrete Cylinder Pipe,24,27760,0
67685,121.74 ft,Cast Iron,6,26299,0
67686,32.88 ft,Ductile Iron,6,31048,0
67687,7 ft,PVC,6,33970,0
67688,6.88 ft,PVC,8,35431,0
67689,276.26 ft,PVC,8,34335,0
6769,15.6 ft,PVC,8,33604,0
67690,28.04 ft,PVC,8,35431,0
67691,203.65 ft,PVC,8,35431,0
67692,297.78 ft,PVC,8,33604,0
67693,26.26 ft,PVC,8,36161,0
67694,359.01 ft,PVC,8,35065,0
67695,14.75 ft,PVC,8,37257,0
67696,399 ft,PVC,8,36161,0
67697,23.03 ft,PVC,6,34700,0
677,8 ft,Ductile Iron,6,31048,0
6770,12.49 ft,Cast Iron,6,29221,0
67700,10.58 ft,Cast Iron,6,24473,0
67701,3.13 ft,PVC,8,34335,0
67702,43.51 ft,Cast Iron,8,24108,0
67703,19.73 ft,PVC,8,33604,0
67704,36.09 ft,PVC,6,33970,0
67705,9.87 ft,Cast Iron,6,27760,0
67706,415.18 ft,PVC,12,31048,0
67707,192.27 ft,PVC,6,33604,0
67709,20.93 ft,Ductile Iron,8,30682,0
67710,7.2 ft,PVC,6,35065,0
67711,26.48 ft,PVC,8,33970,0
67712,9.02 ft,PVC,8,35417,0
67713,72.66 ft,PVC,8,35431,0
67714,25.8 ft,Ductile Iron,8,31519,0
67715,32.55 ft,PVC,8,31048,0
67716,317.02 ft,PVC,12,33970,0
67717,75.66 ft,Reinforced Concrete Cylinder Pipe,18,31048,0
67719,329.89 ft,PVC,8,33604,0
6772,4.71 ft,Cast Iron,6,27030,0
67720,49.09 ft,Ductile Iron,12,30682,0
67721,6.8 ft,Ductile Iron,8,30682,0
67722,8 ft,PVC,6,34335,0
67723,19.71 ft,PVC,12,30682,0
67724,12.6 ft,PVC,8,36892,0
67725,5.15 ft,PVC,6,35065,0
67726,206.53 ft,PVC,8,31048,0
67727,19.47 ft,Ductile Iron,6,30317,0
67728,12.68 ft,Ductile Iron,8,31413,0
6773,253.36 ft,PVC,12,33604,0
67730,13.72 ft,PVC,8,34700,0
67732,3.21 ft,PVC,6,35065,0
67733,38.29 ft,Cast Iron,8,26299,0
67734,4 ft,Cast Iron,6,26665,0
67735,35.35 ft,Cast Iron,8,24473,0
67736,9.64 ft,PVC,8,35796,0
67737,9.12 ft,PVC,8,36161,0
67738,264.54 ft,PVC,12,37257,0
67739,11.75 ft,PVC,8,37257,0
6774,20.83 ft,PVC,6,35796,0
67740,9.21 ft,Reinforced Concrete Box,36,37257,0
67741,31.7 ft,PVC,8,37257,0
67742,140.25 ft,PVC,8,37257,0
67743,11.31 ft,PVC,6,37257,0
67744,101 ft,PVC,12,37257,0
67745,10 ft,PVC,12,37257,0
67746,9.33 ft,PVC,6,37257,0
67747,4.6 ft,PVC,6,37257,0
67748,10 ft,PVC,8,37257,0
67749,10.69 ft,PVC,6,37257,0
6775,8 ft,Ductile Iron,6,33604,0
67750,10 ft,PVC,6,37257,0
67751,13.04 ft,PVC,8,37257,0
67752,53.16 ft,PVC,8,37257,0
67753,12.48 ft,PVC,6,37257,0
67754,5 ft,PVC,6,37365,0
67755,5.35 ft,PVC,8,37257,0
67756,840 ft,Reinforced Concrete Cylinder Pipe,27,36376,0
67757,43.03 ft,PVC,8,37257,0
67758,56.77 ft,PVC,8,37257,0
67759,69 ft,PVC,8,37257,0
6776,10 ft,PVC,6,33630,0
67760,10 ft,PVC,8,37257,0
67761,10.3 ft,PVC,8,37622,0
67762,4 ft,PVC,6,37622,0
67763,5 ft,Ductile Iron,6,31534,0
67764,181.72 ft,PVC,8,37414,0
67765,7.47 ft,PVC,8,37414,0
67766,7.38 ft,PVC,6,37414,0
67767,7.48 ft,PVC,6,37622,0
67768,23.94 ft,Ductile Iron,12,31048,0
67769,169.09 ft,PVC,8,37622,0
6777,103 ft,PVC,8,36119,0
67770,12.86 ft,PVC,6,37622,0
67771,13.1 ft,PVC,8,37622,0
67772,225.52 ft,PVC,8,34700,0
67775,7.55 ft,PVC,8,37257,0
67776,4.66 ft,PVC,6,36526,0
67777,14.85 ft,PVC,12,31778,0
67779,12.01 ft,PVC,8,37987,0
6778,7 ft,PVC,6,35796,0
67780,14.93 ft,PVC,8,37987,0
67781,12.19 ft,PVC,8,37987,0
67782,4.13 ft,PVC,6,37987,0
67783,13 ft,PVC,6,37257,0
67784,5.81 ft,PVC,8,37257,0
67785,30.86 ft,PVC,8,35796,0
67786,5 ft,PVC,6,38265,0
67787,35.09 ft,PVC,8,36526,0
67788,4 ft,PVC,8,38264,0
6779,13.25 ft,PVC,8,35065,0
67790,409.99 ft,Cast Iron,6,26665,0
67791,109.89 ft,PVC,6,35431,0
67792,25.08 ft,PVC,6,37257,0
67793,5 ft,PVC,8,38264,0
67794,2.75 ft,PVC,6,38264,0
67795,4.79 ft,PVC,8,38264,0
67796,2.3 ft,PVC,8,38264,0
67797,4.37 ft,PVC,6,38264,0
67798,107.79 ft,Cast Iron,8,23012,0
67799,5 ft,PVC,6,38264,0
678,40.03 ft,PVC,6,33604,0
6780,8 ft,Ductile Iron,8,31048,0
67800,13 ft,PVC,6,38264,0
67801,10.67 ft,PVC,12,36526,0
67802,8 ft,PVC,6,33604,0
67805,5 ft,Cast Iron,6,28491,0
67807,44.22 ft,Ductile Iron,12,31000,0
67808,336.49 ft,PVC,8,31413,0
67809,285.24 ft,Cast Iron,6,30317,0
6781,30.46 ft,Ductile Iron,12,32143,0
67810,10.9 ft,PVC,12,30682,0
67812,394.46 ft,PVC,8,32509,0
67813,3.12 ft,Cast Iron,6,28856,0
67814,13.56 ft,PVC,8,31048,0
67815,352.43 ft,PVC,8,36892,0
67816,19.24 ft,PVC,8,35431,0
67817,18.46 ft,Ductile Iron,6,30682,0
67818,21.02 ft,PVC,12,33239,0
67819,6.94 ft,PVC,8,33970,0
6782,5 ft,PVC,6,33604,0
67820,133.93 ft,PVC,8,36161,0
67822,8.99 ft,PVC,4,36161,0
67823,8.52 ft,PVC,8,33970,0
67824,271.97 ft,PVC,12,33604,0
67825,27.19 ft,PVC,12,32143,0
67826,5.3 ft,Ductile Iron,6,30682,0
67827,4.56 ft,PVC,8,31048,0
67828,36.08 ft,PVC,12,31048,0
67829,6.69 ft,PVC,8,35998,0
6783,17.72 ft,PVC,8,31048,0
67830,10 ft,PVC,12,32874,0
67831,5 ft,PVC,6,36526,0
67832,90.85 ft,PVC,8,37257,0
67833,38.13 ft,PVC,8,37257,0
67834,40.88 ft,PVC,8,36161,0
67835,10.53 ft,PVC,4,35065,0
67836,314.17 ft,Cast Iron,12,29587,0
67837,4.54 ft,PVC,8,36526,0
67838,20.73 ft,Cast Iron,6,28491,0
67839,4 ft,Cast Iron,6,27760,0
6784,50.42 ft,PVC,8,34700,0
67841,26.77 ft,Cast Iron,6,27395,0
67842,7.51 ft,Cast Iron,6,24473,0
67843,83.04 ft,PVC,8,34700,0
67844,194.71 ft,Ductile Iron,8,31048,0
67845,8.56 ft,PVC,6,36161,0
67846,15.12 ft,PVC,8,35431,0
67847,5 ft,Ductile Iron,6,32874,0
67848,17.59 ft,Ductile Iron,6,32509,0
67849,20.7 ft,PVC,8,35431,0
6785,29.96 ft,PVC,8,34700,0
67850,86.58 ft,PVC,8,33350,0
67851,42.92 ft,PVC,8,34700,0
67852,15.53 ft,PVC,8,35059,0
67853,352.38 ft,PVC,8,30682,0
67854,119.86 ft,Ductile Iron,8,34335,0
67855,328.43 ft,Ductile Iron,8,32143,0
67856,9 ft,PVC,8,35796,0
67858,61.59 ft,PVC,8,36892,0
67859,2.46 ft,Cast Iron,6,26299,0
6786,243.49 ft,Ductile Iron,8,30682,0
67860,12.54 ft,PVC,6,34700,0
67861,24.77 ft,Ductile Iron,12,32143,0
67862,321.07 ft,PVC,8,34700,0
67863,55.63 ft,Ductile Iron,8,30682,0
67864,77.97 ft,Ductile Iron,8,30317,0
67865,4.8 ft,PVC,8,31778,0
67866,4.59 ft,PVC,6,34335,0
67867,4.99 ft,PVC,8,37034,0
67868,9.98 ft,PVC,8,36800,0
67869,276.64 ft,Cast Iron,6,27395,1
6787,9 ft,PVC,8,33350,0
67870,4.96 ft,PVC,8,35796,0
67871,7.29 ft,PVC,8,36526,0
67872,20.18 ft,Ductile Iron,8,30317,0
67873,23.93 ft,Cast Iron,8,28856,0
67874,23.57 ft,Ductile Iron,8,31413,0
67875,4 ft,PVC,6,35065,0
67877,21.62 ft,Cast Iron,6,28491,0
67879,25.31 ft,PVC,6,34335,0
6788,13.64 ft,PVC,6,34022,0
67880,15.63 ft,PVC,8,31413,0
67881,90 ft,Cast Iron,6,26299,0
67882,10.94 ft,Ductile Iron,12,30682,0
67883,25.94 ft,PVC,8,34700,0
67884,33.72 ft,Ductile Iron,12,31413,0
67885,22.58 ft,PVC,8,34335,0
67886,276.03 ft,PVC,12,33239,0
67887,322.96 ft,Ductile Iron,6,28491,0
67888,284.67 ft,Reinforced Concrete Cylinder Pipe,14,27030,0
67889,17.96 ft,Cast Iron,8,26299,0
6789,5.64 ft,PVC,8,36429,0
67890,59.77 ft,Reinforced Concrete Cylinder Pipe,24,27030,0
67891,25.45 ft,PVC,8,34335,0
67893,4 ft,PVC,6,36526,0
67894,42.7 ft,PVC,8,31778,0
67895,19.43 ft,Ductile Iron,8,31048,0
67896,7.77 ft,PVC,6,37158,0
67897,281.08 ft,PVC,8,32509,0
67898,12.67 ft,PVC,8,33604,0
67899,9.57 ft,PVC,6,34700,0
679,176.19 ft,PVC,8,33970,0
6790,15.77 ft,PVC,6,36526,0
67900,37.33 ft,PVC,8,36892,0
67901,30.55 ft,PVC,8,36526,0
67902,18.6 ft,Ductile Iron,12,30317,0
67903,40.95 ft,Cast Iron,6,27395,0
67904,36.99 ft,Cast Iron,6,27760,0
67907,23.33 ft,Ductile Iron,8,31413,0
67908,10 ft,Ductile Iron,6,30682,0
67909,452.26 ft,PVC,8,36987,0
6791,14.97 ft,PVC,8,35431,0
67910,6.16 ft,PVC,6,33604,0
67911,2.67 ft,PVC,8,37103,0
67913,33.28 ft,Cast Iron,6,27760,0
67914,16.98 ft,PVC,8,36526,0
67915,32.27 ft,Cast Iron,6,26665,0
67916,4 ft,Ductile Iron,6,30682,0
67917,258.14 ft,Ductile Iron,8,31048,0
67918,8 ft,PVC,6,33604,0
67919,231.1 ft,PVC,12,35431,0
6792,122.61 ft,PVC,6,33970,0
67920,12.86 ft,PVC,8,35796,0
67921,2.02 ft,PVC,6,35065,0
67922,209.16 ft,Cast Iron,8,21916,0
67923,2.13 ft,Cast Iron,10,25934,0
67924,16.84 ft,Ductile Iron,4,33604,0
67925,16.74 ft,PVC,8,35431,0
67926,313.76 ft,PVC,6,30682,0
67927,4.62 ft,PVC,8,32143,0
67928,8.64 ft,PVC,4,36161,0
67929,9.25 ft,PVC,4,35065,0
67930,17.4 ft,Ductile Iron,6,31519,0
67931,192.47 ft,Cast Iron,8,29587,0
67932,10.86 ft,Cast Iron,6,31048,0
67933,407.03 ft,Ductile Iron,8,30317,1
67935,48.88 ft,Cast Iron,6,31413,0
67936,15.07 ft,PVC,12,35065,0
67938,14.15 ft,Ductile Iron,4,31413,0
67939,180 ft,PVC,8,36161,0
6794,27.59 ft,PVC,6,35065,0
67940,21.85 ft,PVC,8,34335,0
67941,93.38 ft,PVC,8,33970,0
67942,5 ft,PVC,6,36526,0
67945,318.22 ft,PVC,6,31413,0
67947,17.92 ft,Reinforced Concrete Cylinder Pipe,16,30682,0
67948,494.43 ft,Cast Iron,12,27760,0
67949,160.05 ft,PVC,8,35796,0
6795,25.25 ft,PVC,8,36526,0
67950,27.86 ft,PVC,8,33604,0
67951,5.38 ft,Ductile Iron,6,30682,0
67952,17.97 ft,Ductile Iron,6,30682,0
67954,225.8 ft,PVC,8,36892,0
67955,74.2 ft,PVC,8,34335,0
67956,10 ft,PVC,8,34335,0
67957,93.31 ft,Ductile Iron,18,30682,0
67958,22.01 ft,PVC,8,36119,0
67959,5 ft,Ductile Iron,6,30317,0
6796,28.43 ft,PVC,6,34700,0
67960,131.92 ft,PVC,12,34700,0
67962,46.19 ft,Cast Iron,8,31048,0
67963,5.87 ft,Ductile Iron,6,30317,0
67964,8 ft,Cast Iron,6,25204,0
67965,9.91 ft,PVC,6,34700,0
67966,55.22 ft,Ductile Iron,8,30317,0
67968,17.15 ft,Ductile Iron,6,32143,0
67969,24.88 ft,Cast Iron,6,27760,0
67970,5 ft,PVC,6,33604,0
67971,10 ft,PVC,8,36161,0
67972,58.19 ft,Ductile Iron,8,33239,0
67973,131.7 ft,PVC,8,35796,0
67974,18.94 ft,PVC,8,34335,0
67975,23.26 ft,PVC,8,30682,0
67976,6 ft,PVC,6,36161,0
67977,24.73 ft,PVC,8,35796,0
67978,7.7 ft,PVC,6,31413,0
67979,207 ft,PVC,8,33970,0
6798,116.19 ft,PVC,8,35431,0
67980,33.05 ft,PVC,8,36526,0
67981,8.02 ft,PVC,6,33604,0
67982,33.5 ft,PVC,8,33970,0
67983,68.39 ft,Reinforced Concrete Cylinder Pipe,16,31048,0
67984,41.9 ft,PVC,8,30682,0
67985,16.92 ft,Ductile Iron,6,28491,0
67986,345.91 ft,PVC,8,32143,0
67987,251.3 ft,PVC,12,31048,0
67988,11.6 ft,PVC,8,34335,0
67989,7.3 ft,PVC,4,35431,0
6799,5 ft,PVC,6,35796,0
67990,75.79 ft,PVC,8,35431,0
67991,2.63 ft,Ductile Iron,8,32874,0
67992,7 ft,PVC,6,31048,0
67993,8.74 ft,PVC,6,32509,0
67994,7 ft,Cast Iron,6,33239,0
67995,4 ft,Cast Iron,6,28126,0
67996,4.21 ft,PVC,6,31413,0
67998,319.82 ft,PVC,8,35431,0
67999,24.26 ft,Ductile Iron,6,30682,0
68,7 ft,PVC,6,31778,0
680,7 ft,Ductile Iron,6,30317,0
6800,5.2 ft,Ductile Iron,6,32874,0
68000,31.14 ft,PVC,6,33970,0
68003,9.21 ft,PVC,6,36892,0
68004,9.88 ft,PVC,8,35431,0
68005,5 ft,PVC,6,34700,0
68006,125.65 ft,PVC,6,30682,0
68007,6.41 ft,PVC,6,31048,0
68008,28.84 ft,PVC,8,34335,0
68009,9.48 ft,PVC,8,35065,0
6801,6.5 ft,Ductile Iron,6,31048,0
68010,6.17 ft,PVC,6,34700,0
68011,39.79 ft,Ductile Iron,8,30682,0
68012,5 ft,PVC,12,36161,0
68013,51.73 ft,PVC,8,33970,0
68014,386.69 ft,PVC,8,35431,0
68015,154.2 ft,PVC,8,34700,0
68016,289.46 ft,Ductile Iron,12,30682,0
68017,51.38 ft,Reinforced Concrete Cylinder Pipe,18,31413,0
68018,6 ft,PVC,6,36161,0
68019,5.29 ft,PVC,6,36987,0
6802,8.22 ft,PVC,8,34335,0
68020,263.37 ft,Ductile Iron,6,29952,0
68022,30.53 ft,Ductile Iron,8,31413,0
68023,6.96 ft,Ductile Iron,8,31413,0
68024,373.21 ft,PVC,8,35796,0
68025,15.83 ft,PVC,8,36161,0
68026,6.31 ft,PVC,6,29952,0
68027,22.52 ft,PVC,12,37158,0
68029,5 ft,Cast Iron,6,30682,0
6803,1.13 ft,Ductile Iron,6,31048,0
68030,127.86 ft,Cast Iron,12,28856,0
68031,9.88 ft,PVC,8,36526,0
68032,5.64 ft,PVC,8,34700,0
68033,21.9 ft,Cast Iron,6,28856,0
68034,17.13 ft,Cast Iron,6,27395,0
68035,30.27 ft,Cast Iron,6,28491,0
68036,2.07 ft,Cast Iron,6,28856,0
68038,20.41 ft,Cast Iron,8,28126,0
68040,11.7 ft,PVC,8,36892,0
68041,5 ft,Cast Iron,6,27760,0
68042,4 ft,Cast Iron,6,23743,0
68043,15.03 ft,PVC,8,36526,0
68044,134.16 ft,Ductile Iron,12,31048,0
68045,20.39 ft,PVC,8,36161,0
68046,15.61 ft,PVC,8,33970,0
68047,3.5 ft,Cast Iron,6,28856,0
68048,10.15 ft,PVC,8,30682,0
68049,20.06 ft,PVC,6,33604,0
68050,292.13 ft,PVC,12,33970,0
68051,9.51 ft,PVC,8,36526,0
68052,7.3 ft,PVC,8,31048,0
68053,17.82 ft,PVC,12,32773,0
68054,20.59 ft,PVC,8,32509,0
68055,278.88 ft,Cast Iron,8,28491,0
68056,609.1 ft,Cast Iron,6,28856,1
68057,6 ft,PVC,6,33970,0
68058,21.62 ft,PVC,12,31413,0
68059,10.72 ft,PVC,4,36161,0
6806,58.97 ft,Ductile Iron,12,32143,0
68060,6 ft,PVC,6,35796,0
68062,13.11 ft,PVC,8,30317,0
68063,253.44 ft,Ductile Iron,8,31048,0
68064,14 ft,Cast Iron,8,28856,0
68065,321.62 ft,PVC,8,35431,0
68066,9.16 ft,Ductile Iron,6,33604,0
68067,14.37 ft,Ductile Iron,6,31778,0
68069,336.29 ft,Ductile Iron,8,31413,0
6807,21.99 ft,PVC,8,34700,0
68070,8.52 ft,PVC,8,36892,0
68071,6.78 ft,PVC,6,35065,0
68072,6.21 ft,Ductile Iron,6,32874,0
68073,22.27 ft,Ductile Iron,6,31778,0
68074,230.89 ft,PVC,8,36526,0
68075,20 ft,PVC,6,30682,0
68076,9.55 ft,PVC,8,31778,0
68077,4.68 ft,PVC,6,35431,0
68078,15.27 ft,Ductile Iron,8,30682,0
6808,4.79 ft,PVC,6,33604,0
68081,146.59 ft,Ductile Iron,12,31413,0
68082,6.45 ft,PVC,8,36161,0
68083,401.75 ft,PVC,6,26299,0
68084,22.3 ft,Ductile Iron,6,30682,0
68085,37.16 ft,PVC,12,32874,0
68086,233.15 ft,PVC,8,34022,0
68087,14.6 ft,PVC,6,33366,0
68088,129.08 ft,PVC,8,36161,0
68089,4.16 ft,PVC,6,36526,0
6809,10 ft,PVC,6,30682,0
68090,8.06 ft,PVC,8,33970,0
68091,15 ft,Ductile Iron,8,31519,0
68093,20.88 ft,Cast Iron,6,29587,0
68095,32.14 ft,PVC,8,35796,0
68096,11.64 ft,Cast Iron,6,25934,0
68097,84.43 ft,Ductile Iron,8,28856,0
68098,6.12 ft,Cast Iron,6,34335,0
68099,377.32 ft,Cast Iron,12,26665,0
681,18.26 ft,PVC,8,35796,0
6810,8.9 ft,PVC,6,36028,0
68100,4 ft,Cast Iron,6,25569,0
68101,5 ft,Cast Iron,6,29587,0
68102,5 ft,PVC,6,36526,0
68103,18.08 ft,Ductile Iron,6,30317,0
68104,6 ft,PVC,6,33970,0
68105,8 ft,Ductile Iron,6,30682,0
68106,19.59 ft,PVC,8,31413,0
68107,13.07 ft,PVC,8,35431,0
68108,46.27 ft,Ductile Iron,8,31048,0
68109,231.19 ft,PVC,12,33970,0
6811,9.72 ft,PVC,8,36526,0
68110,32.08 ft,PVC,8,36161,0
68111,6 ft,PVC,6,35796,0
68112,6 ft,PVC,6,33970,0
68113,15 ft,Ductile Iron,6,30682,0
68114,38.56 ft,Cast Iron,8,26299,0
68115,20.39 ft,PVC,6,33604,0
68116,243.49 ft,Ductile Iron,12,30317,0
68117,19.85 ft,Ductile Iron,6,32874,0
68118,286.04 ft,Cast Iron,6,27760,0
68119,286.28 ft,Cast Iron,6,30682,0
6812,4.73 ft,PVC,6,33604,0
68120,6.32 ft,Cast Iron,6,28126,0
68122,85.67 ft,PVC,8,35065,0
68123,3.58 ft,PVC,6,34335,0
68124,7.33 ft,PVC,8,35796,0
68125,416.26 ft,PVC,8,36892,0
68126,43.33 ft,Cast Iron,8,27760,0
68127,27.28 ft,PVC,8,30682,0
68128,7 ft,Ductile Iron,6,31220,0
68129,8.21 ft,PVC,6,33604,0
6813,605.78 ft,Cast Iron,6,21186,0
68130,7.04 ft,Ductile Iron,6,30317,0
68131,7.86 ft,Ductile Iron,6,31413,0
68132,36.72 ft,Ductile Iron,8,30682,0
68133,51.23 ft,PVC,8,35431,0
68134,11.1 ft,PVC,8,33604,0
68135,17.1 ft,PVC,8,33239,0
68136,7 ft,Ductile Iron,6,32509,0
68137,24.14 ft,PVC,8,33604,0
68138,13.83 ft,PVC,8,36161,0
68139,104.44 ft,PVC,8,36982,0
6814,496.9 ft,PVC,8,35696,0
68140,5 ft,PVC,6,36526,0
68141,218.3 ft,PVC,8,36526,0
68142,123.83 ft,Ductile Iron,8,31194,0
68143,33.93 ft,PVC,8,34700,0
68144,5.01 ft,Ductile Iron,12,32143,0
68145,14.93 ft,PVC,6,33604,0
68146,20.08 ft,PVC,4,35796,0
68147,17.73 ft,PVC,8,33239,0
68148,14.72 ft,PVC,8,33604,0
68149,65.99 ft,Ductile Iron,6,28491,0
6815,304.69 ft,PVC,12,37257,0
68150,4.33 ft,PVC,6,36161,0
68151,5 ft,Cast Iron,6,26299,0
68152,2.64 ft,PVC,6,35796,0
68153,30.93 ft,PVC,6,30682,0
68155,3.56 ft,PVC,8,30682,0
68156,15.59 ft,PVC,6,33239,0
68157,8.8 ft,Ductile Iron,6,31778,0
68158,175.96 ft,PVC,8,36297,0
68159,10.38 ft,PVC,6,36892,0
6816,5 ft,PVC,6,35796,0
68160,34.86 ft,PVC,8,34335,0
68161,13.31 ft,Cast Iron,6,28491,0
68162,42.31 ft,Cast Iron,8,28856,0
68163,3.91 ft,Cast Iron,6,27395,0
68164,66.77 ft,Cast Iron,8,28856,0
68165,431.26 ft,Reinforced Concrete Cylinder Pipe,18,26299,0
68167,5.89 ft,Ductile Iron,6,36526,0
68168,10.2 ft,PVC,6,36161,0
68169,3.12 ft,PVC,6,35796,0
6817,17.73 ft,PVC,8,33604,0
68170,4 ft,PVC,6,33604,0
68171,4 ft,Ductile Iron,6,33239,0
68172,4 ft,PVC,6,31048,0
68173,167.33 ft,PVC,8,35065,0
68175,23.16 ft,Cast Iron,6,28856,0
68176,27.69 ft,Cast Iron,8,28856,0
68177,2.16 ft,Cast Iron,6,29587,0
68178,23.89 ft,Cast Iron,6,28491,0
68179,53.35 ft,Cast Iron,6,27760,0
