ID,Length,Material,Diameter,Installed,Leak Occurred
6818,14.1 ft,Cast Iron,8,24838,0
68180,15.96 ft,PVC,6,33970,0
68181,26.84 ft,Ductile Iron,8,29587,0
68182,10.21 ft,PVC,12,35065,0
68183,6 ft,PVC,6,35431,0
68184,27.71 ft,Ductile Iron,6,32509,0
68186,13.2 ft,PVC,8,32874,0
68187,149.69 ft,PVC,12,30682,0
68188,295.47 ft,PVC,8,33970,0
68189,332.49 ft,Cast Iron,8,30682,0
6819,16.49 ft,Ductile Iron,8,29587,0
68192,12.1 ft,PVC,6,34700,0
68193,18.31 ft,Cast Iron,8,32287,0
68194,50.1 ft,Cast Iron,8,28491,0
68195,4.3 ft,PVC,6,35796,0
68196,496.94 ft,PVC,8,35431,0
68197,392.8 ft,PVC,8,35065,0
68198,7 ft,PVC,6,36161,0
68199,5 ft,PVC,6,33970,0
682,7.76 ft,PVC,8,33970,0
6820,5 ft,Cast Iron,6,26299,1
68200,6.88 ft,PVC,6,36987,0
68201,165.27 ft,PVC,12,36161,0
68202,52.23 ft,PVC,8,33970,0
68203,43.3 ft,Cast Iron,12,27760,0
68204,73.79 ft,PVC,12,31048,0
68205,14.8 ft,Cast Iron,6,22647,0
68206,208.29 ft,Ductile Iron,8,30317,0
68207,5.27 ft,Ductile Iron,6,31048,0
68208,285.23 ft,PVC,8,35065,0
68209,4 ft,Ductile Iron,6,33239,0
6821,12.42 ft,Ductile Iron,12,33970,0
68210,18.62 ft,PVC,8,35065,0
68211,402.48 ft,PVC,8,35796,0
68212,34.28 ft,PVC,8,34700,0
68214,3.81 ft,PVC,8,35796,0
68215,23.72 ft,PVC,12,31413,0
68216,11.02 ft,PVC,6,36526,0
68217,10.56 ft,PVC,8,30682,0
68218,233.12 ft,PVC,8,35431,0
68219,25.12 ft,PVC,12,31048,0
68220,19.74 ft,PVC,8,33604,0
68221,174.69 ft,PVC,8,33604,0
68222,137.1 ft,PVC,8,36892,0
68223,233.44 ft,PVC,8,31048,0
68224,1.56 ft,PVC,6,34335,0
68225,407.34 ft,PVC,12,36892,0
68226,34.99 ft,PVC,8,31413,0
68227,21.55 ft,PVC,6,34222,0
68228,228.36 ft,PVC,8,33970,0
68229,10.16 ft,PVC,6,31048,0
6823,5 ft,Cast Iron,6,29952,0
68230,10 ft,PVC,8,34340,0
68231,28.31 ft,PVC,6,33366,0
68232,15.69 ft,Ductile Iron,8,30317,0
68233,5 ft,Cast Iron,6,25934,0
68234,331.18 ft,Reinforced Concrete Cylinder Pipe,18,26299,0
68237,138.69 ft,Cast Iron,6,26299,0
68238,6.06 ft,Ductile Iron,8,32874,0
68239,449.28 ft,PVC,8,35065,0
6824,7.24 ft,Cast Iron,6,25204,0
68240,7 ft,PVC,6,36161,0
68241,283.89 ft,PVC,8,33970,0
68242,77 ft,PVC,8,35065,0
68243,41 ft,PVC,8,34222,0
68244,50.16 ft,PVC,8,34340,0
68245,400.38 ft,PVC,8,34700,0
68246,25.61 ft,PVC,12,31048,0
68248,5 ft,Cast Iron,6,27760,0
68249,172.12 ft,Cast Iron,8,28491,0
6825,105.05 ft,Reinforced Concrete Cylinder Pipe,18,24108,0
68250,370.95 ft,Ductile Iron,8,29952,0
68251,704.77 ft,Cast Iron,6,28491,0
68252,529.65 ft,Reinforced Concrete Cylinder Pipe,18,32874,0
68253,19.16 ft,Ductile Iron,8,31519,0
68254,66.89 ft,Ductile Iron,8,30682,0
68255,251.54 ft,Reinforced Concrete Cylinder Pipe,42,30317,0
68256,191.61 ft,PVC,8,37257,0
68257,6.95 ft,PVC,6,36892,0
68258,23.92 ft,PVC,8,35796,0
68259,11.97 ft,PVC,12,31778,0
6826,116.93 ft,PVC,8,36161,0
68260,11.79 ft,PVC,8,33970,0
68261,24.3 ft,PVC,8,31048,0
68262,7.44 ft,PVC,6,31778,0
68263,33.89 ft,PVC,8,30682,0
68264,367.52 ft,PVC,8,36892,0
68265,11.01 ft,PVC,4,35417,0
68267,6 ft,Cast Iron,6,34335,0
68268,23.96 ft,Cast Iron,6,24838,0
6827,151.03 ft,PVC,8,36161,0
68271,30.18 ft,Ductile Iron,8,36526,0
68272,22.25 ft,PVC,8,36161,0
68273,14.89 ft,Ductile Iron,6,29221,0
68274,9.83 ft,Cast Iron,6,26299,0
68275,5 ft,PVC,6,36161,0
68276,31.63 ft,PVC,8,35431,0
68277,423.46 ft,PVC,8,35065,0
68278,2.15 ft,PVC,8,36526,0
6828,4.23 ft,PVC,6,36526,0
68280,12.89 ft,Cast Iron,8,28856,0
68282,110.87 ft,PVC,8,31048,0
68283,36.84 ft,Ductile Iron,6,31413,0
68284,17.12 ft,PVC,4,35796,0
68285,45.75 ft,PVC,12,33604,0
68286,105.87 ft,PVC,8,34700,0
68287,32.6 ft,Reinforced Concrete Cylinder Pipe,16,31048,0
68288,5 ft,PVC,6,36526,0
68289,308.54 ft,Reinforced Concrete Cylinder Pipe,27,26665,0
6829,106.11 ft,PVC,8,33604,0
68290,22.06 ft,PVC,8,33604,0
68291,43.26 ft,PVC,8,35796,0
68292,60.12 ft,PVC,12,31413,0
68293,38.02 ft,PVC,8,31413,0
68294,252.64 ft,Ductile Iron,12,30682,0
68295,18.73 ft,PVC,8,36161,0
68296,3.83 ft,PVC,6,33604,0
68297,346.64 ft,Reinforced Concrete Cylinder Pipe,24,30682,0
68298,1.11 ft,PVC,8,31048,0
68299,15 ft,Ductile Iron,8,31778,0
683,23.87 ft,Cast Iron,8,27760,0
6830,276.72 ft,Cast Iron,6,27760,0
68300,8 ft,Cast Iron,6,28491,0
68302,28.03 ft,Cast Iron,8,24108,0
68303,576.45 ft,Cast Iron,8,28856,0
68304,4.91 ft,Cast Iron,8,27395,0
68305,285.33 ft,PVC,8,33239,0
68306,8 ft,Ductile Iron,6,31048,0
68307,2.39 ft,PVC,8,33970,0
68308,438.67 ft,PVC,8,35796,0
68309,22.58 ft,PVC,8,35431,0
6831,4 ft,PVC,6,33604,0
68310,7.3 ft,Ductile Iron,6,31048,0
68312,21.92 ft,Ductile Iron,6,31413,0
68313,18.39 ft,PVC,8,35796,0
68314,3.19 ft,Ductile Iron,8,31048,0
68315,100.7 ft,PVC,12,31048,0
68316,230.53 ft,PVC,8,35059,0
68317,697.01 ft,Reinforced Concrete Cylinder Pipe,36,35065,0
68318,295.79 ft,PVC,8,35796,0
68319,22.22 ft,PVC,8,31778,0
6832,165.96 ft,PVC,8,33604,0
68320,10 ft,PVC,4,33239,0
68322,274.23 ft,PVC,8,34700,0
68323,7 ft,PVC,6,32874,0
68324,9.63 ft,Ductile Iron,8,33604,0
68325,514.8 ft,PVC,8,36161,0
68326,17.69 ft,PVC,12,33970,0
68327,130.36 ft,PVC,8,34335,0
68328,21.34 ft,PVC,8,36119,0
68329,6.2 ft,Cast Iron,6,29587,0
6833,23.76 ft,PVC,8,36161,0
68330,15 ft,PVC,8,32143,0
68331,302.38 ft,Ductile Iron,8,33239,0
68332,179.63 ft,Ductile Iron,8,33239,0
68333,46.53 ft,Cast Iron,8,25569,0
68334,2.75 ft,PVC,6,36892,0
68335,3.55 ft,Cast Iron,6,22647,0
68336,73.23 ft,Cast Iron,8,25569,0
68337,404.57 ft,Cast Iron,12,25569,0
68338,13.27 ft,PVC,8,30682,0
68339,5.3 ft,PVC,6,33970,0
6834,19.36 ft,Cast Iron,6,28856,0
68340,5 ft,PVC,6,36161,0
68341,10 ft,Ductile Iron,8,30682,0
68342,5.26 ft,PVC,6,35065,0
68343,309.16 ft,PVC,8,35431,0
68345,251.81 ft,PVC,12,32143,0
68346,6.75 ft,PVC,6,34700,0
68347,23.73 ft,Ductile Iron,12,31523,0
68348,10.19 ft,PVC,6,31048,0
68349,32.69 ft,Ductile Iron,8,29952,0
6835,9.18 ft,PVC,8,36526,0
68350,24.1 ft,PVC,8,32874,0
68351,389.18 ft,Cast Iron,6,26299,1
68352,5.71 ft,PVC,12,36075,0
68353,21.73 ft,Cast Iron,6,28856,0
68354,15 ft,PVC,8,34700,0
68355,10 ft,Ductile Iron,6,31778,0
68356,127.76 ft,PVC,8,36526,0
68357,4.83 ft,Cast Iron,12,31048,0
68358,298.74 ft,Cast Iron,8,29221,0
68359,279.86 ft,Cast Iron,12,31048,0
6836,37.51 ft,Ductile Iron,6,29221,0
68360,8 ft,PVC,4,35796,0
68362,6 ft,Cast Iron,6,31413,0
68363,120.84 ft,Cast Iron,6,30317,0
68364,50.4 ft,Cast Iron,8,21916,0
68366,11.32 ft,PVC,6,34700,0
68368,18.68 ft,PVC,8,36147,0
68369,8.86 ft,PVC,6,36161,0
6837,158.02 ft,PVC,8,31413,0
68370,16.96 ft,PVC,8,34700,0
68371,27.51 ft,PVC,8,30682,0
68372,22.71 ft,PVC,8,36161,0
68373,19.8 ft,PVC,6,36892,0
68374,15.05 ft,PVC,6,30682,0
68375,43.95 ft,PVC,8,33970,0
68376,24.27 ft,PVC,8,35796,0
68377,39.92 ft,Cast Iron,12,30317,0
68379,370.47 ft,PVC,8,35431,0
6838,31.14 ft,PVC,8,35431,0
68380,17.64 ft,Ductile Iron,6,33239,0
68381,53.26 ft,PVC,8,35065,0
68382,30.79 ft,PVC,8,30682,0
68383,204.26 ft,PVC,8,31778,0
68384,19.84 ft,PVC,8,34700,0
68385,11.86 ft,PVC,12,30682,0
68386,10.96 ft,Ductile Iron,12,29952,0
68387,6.87 ft,PVC,6,33604,0
68388,34.12 ft,PVC,8,31048,0
68389,440.06 ft,PVC,12,35431,0
6839,13.68 ft,PVC,8,35431,0
68390,444.45 ft,PVC,12,36161,0
68391,24.82 ft,PVC,6,34700,0
68392,44.78 ft,PVC,8,33604,0
68393,4 ft,Ductile Iron,6,30317,0
68394,20.79 ft,PVC,8,36892,0
68395,179.17 ft,Cast Iron,6,29587,0
68396,6.15 ft,PVC,8,36526,0
68397,286.65 ft,Cast Iron,8,29221,0
68398,83.67 ft,Cast Iron,8,28491,0
68399,806.27 ft,Cast Iron,6,26299,0
684,25.72 ft,Ductile Iron,12,31048,0
6840,13.59 ft,PVC,6,33630,0
68400,7 ft,Ductile Iron,6,30317,0
68401,15.03 ft,PVC,6,35431,0
68402,34.04 ft,PVC,8,36526,0
68403,356.63 ft,PVC,8,35431,0
68404,8 ft,PVC,6,36526,0
68405,13.55 ft,PVC,8,36526,0
68406,232.08 ft,PVC,8,33970,0
68408,246.08 ft,PVC,8,36892,0
6841,16.61 ft,PVC,8,34700,0
68410,7.28 ft,PVC,6,34335,0
68411,34.02 ft,PVC,6,36161,0
68412,18.35 ft,Cast Iron,6,26665,0
68413,12.66 ft,PVC,6,30682,0
68414,18.29 ft,PVC,8,33970,0
68415,29.44 ft,PVC,8,31048,0
68416,21.55 ft,PVC,8,30317,0
68417,38.17 ft,Ductile Iron,8,31048,0
68418,3.8 ft,PVC,8,36526,0
68419,10.63 ft,PVC,8,33920,0
6842,161.45 ft,PVC,8,36161,0
68420,5 ft,PVC,6,33970,0
68421,104.16 ft,PVC,8,34022,0
68422,21.77 ft,PVC,6,34436,0
68423,77.62 ft,PVC,8,37819,0
68424,45.67 ft,PVC,8,34700,0
68425,5.27 ft,Reinforced Concrete Cylinder Pipe,12,32874,0
68426,4 ft,Ductile Iron,6,32143,0
68427,12.69 ft,PVC,8,35921,0
68428,15.87 ft,Ductile Iron,8,32143,0
68429,208.12 ft,Ductile Iron,12,32874,0
6843,5.88 ft,Ductile Iron,8,30682,0
68434,80.74 ft,PVC,12,31413,0
68435,347.66 ft,PVC,8,35796,0
68436,5 ft,PVC,12,36004,0
68437,5 ft,PVC,6,34700,0
68438,4 ft,PVC,6,35065,0
68439,12.95 ft,PVC,8,36892,0
6844,156.63 ft,Cast Iron,8,28856,0
68440,17.87 ft,PVC,8,32509,0
68441,7.71 ft,PVC,12,31413,0
68442,34.03 ft,PVC,6,33970,0
68443,5 ft,PVC,6,33604,0
68444,218.63 ft,Cast Iron,8,27760,0
68445,41.08 ft,PVC,8,32143,0
68446,15.25 ft,PVC,8,33604,0
68447,26.15 ft,PVC,8,34700,0
68448,282.81 ft,PVC,12,33604,0
68449,4.03 ft,Cast Iron,6,28491,0
68451,7.4 ft,PVC,12,31778,0
68452,10.15 ft,PVC,12,32143,0
68453,9.78 ft,Ductile Iron,6,30682,0
68454,10 ft,PVC,6,33630,0
68455,7.81 ft,PVC,6,31048,0
68456,146.72 ft,PVC,8,36028,0
68458,8.28 ft,PVC,8,37257,0
68459,9.06 ft,PVC,6,37622,0
6846,41.23 ft,Cast Iron,6,25934,0
68460,13.16 ft,PVC,8,36892,0
68461,6.42 ft,PVC,6,37257,0
68462,10 ft,PVC,8,37257,0
68463,10.89 ft,PVC,8,37257,0
68465,295.34 ft,PVC,8,37257,0
68466,23.08 ft,PVC,8,37257,0
68467,19.39 ft,PVC,8,37257,0
68468,16.64 ft,PVC,8,37257,0
68469,435.29 ft,PVC,8,37257,0
6847,8 ft,Cast Iron,6,25934,0
68470,5 ft,PVC,6,37257,0
68471,23.28 ft,PVC,8,37257,0
68472,20.32 ft,PVC,6,37257,0
68473,15.39 ft,PVC,8,37257,0
68474,56.34 ft,PVC,8,37257,0
68475,315.78 ft,PVC,8,36526,0
68478,14.21 ft,PVC,12,37257,0
68479,21.28 ft,PVC,6,37257,0
68480,38.83 ft,PVC,8,37257,0
68481,30.59 ft,PVC,8,37257,0
68483,174.18 ft,PVC,8,37257,0
68484,11.46 ft,PVC,8,37257,0
68485,7.57 ft,PVC,8,37257,0
68487,11.64 ft,PVC,8,36892,0
68488,12.02 ft,PVC,6,37257,0
68489,14.6 ft,PVC,8,37257,0
6849,52.51 ft,Ductile Iron,8,30317,0
68490,21.73 ft,PVC,6,36892,0
68491,20.04 ft,PVC,6,36892,0
68492,204.02 ft,PVC,8,36892,0
68493,15.36 ft,PVC,8,36892,0
68494,9.58 ft,PVC,6,36892,0
68495,135.59 ft,PVC,12,37257,0
68496,421.92 ft,Reinforced Concrete Cylinder Pipe,42,35065,0
68497,7.71 ft,PVC,6,36892,0
68498,10.76 ft,PVC,12,37257,0
68499,59.5 ft,PVC,12,37257,0
685,28.83 ft,PVC,8,33239,0
6850,6 ft,PVC,6,31413,0
68500,5.17 ft,PVC,6,37257,0
68501,4.11 ft,PVC,6,37257,0
68502,9.73 ft,PVC,8,37257,0
68504,18.29 ft,PVC,8,34700,0
68505,106.95 ft,Ductile Iron,12,30682,0
68506,6.69 ft,PVC,6,37257,0
68507,19.04 ft,PVC,8,34700,0
68508,7.79 ft,PVC,8,37622,0
68509,27.44 ft,PVC,8,37622,0
6851,18.36 ft,Cast Iron,6,22647,0
68510,31.47 ft,PVC,8,37257,0
68511,13.02 ft,PVC,6,37257,0
68512,135.39 ft,PVC,8,37257,0
68513,5 ft,PVC,6,37257,0
68514,6 ft,PVC,6,37257,0
68515,7.03 ft,PVC,6,37257,0
68516,5.31 ft,PVC,8,37257,0
68517,14.43 ft,PVC,6,37622,0
68518,131.48 ft,PVC,8,37622,0
68519,377.08 ft,PVC,8,31048,0
68520,435.68 ft,PVC,12,31413,0
68521,13.26 ft,PVC,8,37622,0
68522,9.55 ft,PVC,8,37622,0
68523,29.92 ft,PVC,8,35431,0
68526,266.83 ft,Ductile Iron,12,31534,0
68527,13.71 ft,PVC,8,37622,0
68528,14.18 ft,PVC,8,37622,0
68529,365.33 ft,PVC,8,37622,0
6853,13.25 ft,Cast Iron,6,25934,0
68530,22.67 ft,PVC,8,37622,0
68532,10.78 ft,PVC,8,37257,0
68533,7.18 ft,PVC,8,37257,0
68534,12.68 ft,PVC,8,37257,0
68535,28.3 ft,PVC,8,37257,0
68536,7.84 ft,PVC,8,37257,0
68537,14.77 ft,PVC,8,37257,0
68538,108.97 ft,PVC,8,37257,0
68539,4.62 ft,PVC,6,37257,0
6854,13.73 ft,Cast Iron,6,28126,0
68540,248.01 ft,PVC,8,37257,0
68541,17.38 ft,PVC,8,37257,0
68542,117.22 ft,PVC,8,37257,0
68543,3.14 ft,PVC,8,37257,0
68544,3.24 ft,PVC,8,37257,0
68545,3.47 ft,PVC,8,37257,0
68546,188 ft,PVC,6,36892,0
68547,3.96 ft,Cast Iron,8,26665,0
68548,1.53 ft,PVC,8,37622,0
68549,138.42 ft,Ductile Iron,12,30682,0
6855,24.87 ft,PVC,8,26299,0
68550,11.26 ft,PVC,12,36892,0
68551,9.35 ft,PVC,6,36892,0
68552,11.3 ft,PVC,8,36892,0
68553,14.54 ft,PVC,12,36892,0
68554,3.74 ft,PVC,12,36892,0
68555,4.24 ft,PVC,12,36892,0
68556,4.2 ft,PVC,6,37257,0
68557,4 ft,PVC,6,37257,0
68558,31.03 ft,PVC,12,36526,0
68559,45.34 ft,PVC,6,37622,0
6856,50.12 ft,Ductile Iron,8,31413,0
68560,103.93 ft,PVC,12,36672,0
68561,12.46 ft,PVC,6,37257,0
68562,306.29 ft,PVC,8,37257,0
68563,48.98 ft,Cast Iron,8,22647,0
68564,144.84 ft,PVC,8,37622,0
68565,6.83 ft,PVC,8,35796,0
68566,18.19 ft,PVC,8,37257,0
68567,214.9 ft,PVC,8,37257,0
68568,15.12 ft,PVC,8,37257,0
68569,10.8 ft,PVC,8,37257,0
6857,190.95 ft,PVC,8,34700,0
68571,35 ft,PVC,8,37257,0
68572,49.89 ft,PVC,8,37622,0
68573,4.09 ft,PVC,6,37257,0
68574,19.59 ft,PVC,6,36892,0
68575,21.2 ft,PVC,8,36892,0
68576,8.54 ft,PVC,8,37257,0
68577,31.95 ft,PVC,8,37257,0
68578,2.56 ft,PVC,8,37257,0
68579,9.39 ft,PVC,12,36526,0
6858,4 ft,PVC,6,35796,0
68580,70.68 ft,PVC,12,37473,0
68581,7.3 ft,PVC,6,37473,0
68582,12.27 ft,PVC,8,37473,0
68583,6.8 ft,PVC,6,37473,0
68584,296.72 ft,PVC,8,37473,0
68585,7.55 ft,PVC,8,37473,0
68586,139.7 ft,PVC,8,36526,0
68587,60.44 ft,PVC,8,36526,0
68588,8.13 ft,Ductile Iron,12,36161,0
68589,7.8 ft,PVC,4,36526,0
6859,24.27 ft,PVC,6,35065,0
68590,16.43 ft,PVC,8,36526,0
68591,12.86 ft,PVC,4,36526,0
68592,4.55 ft,PVC,8,36161,0
68593,20.18 ft,PVC,8,36526,0
68594,20.05 ft,PVC,8,36526,0
68595,12.17 ft,PVC,4,36526,0
68596,14.16 ft,PVC,4,36526,0
68597,14.74 ft,PVC,8,36526,0
68598,279.39 ft,PVC,8,36161,0
68599,7.82 ft,PVC,6,37257,0
686,26.78 ft,Ductile Iron,8,29587,0
6860,143.37 ft,PVC,6,35065,0
68600,282.94 ft,PVC,8,37257,0
68601,38.62 ft,PVC,8,37622,0
68602,11.47 ft,PVC,8,37622,0
68603,180.51 ft,PVC,8,36526,0
68604,5.26 ft,PVC,8,36526,0
68605,82.68 ft,Ductile Iron,8,31048,0
68606,44.12 ft,PVC,8,37257,0
68607,11.47 ft,PVC,8,36161,0
68608,8.74 ft,PVC,8,36004,0
68609,21.26 ft,PVC,12,36004,0
6861,7 ft,Ductile Iron,6,31048,0
68610,10.96 ft,PVC,6,36161,0
68611,3.05 ft,PVC,12,36161,0
68612,19.25 ft,PVC,8,36161,0
68613,31.13 ft,PVC,6,36161,0
68614,7.57 ft,PVC,8,36526,0
68615,150.68 ft,PVC,8,36526,0
68616,131.01 ft,PVC,8,37257,0
68617,9.37 ft,PVC,6,36161,0
68618,185.9 ft,PVC,8,37257,0
68619,268.73 ft,PVC,8,36161,0
6862,11.03 ft,PVC,12,35796,0
68620,11.51 ft,PVC,6,36161,0
68621,9.68 ft,PVC,6,37622,0
68622,21 ft,PVC,8,37257,0
68623,16.9 ft,PVC,8,37257,0
68624,8.67 ft,PVC,6,37622,0
68625,152.03 ft,PVC,8,35065,0
68626,5.76 ft,PVC,6,34700,0
68627,41.43 ft,PVC,12,30682,0
68628,50.52 ft,PVC,6,30682,0
68629,3.84 ft,Reinforced Concrete Cylinder Pipe,20,37622,0
6863,15.36 ft,Ductile Iron,8,32143,0
68630,146.78 ft,Cast Iron,12,30682,0
68632,569.18 ft,Reinforced Concrete Cylinder Pipe,33,37622,0
68633,20.49 ft,PVC,8,37622,0
68634,185.34 ft,PVC,8,36161,0
68635,11.29 ft,PVC,6,36161,0
68636,5.33 ft,PVC,6,36161,0
68637,20.7 ft,PVC,8,36161,0
68638,19.8 ft,PVC,8,37257,0
68639,17.11 ft,PVC,8,37257,0
6864,20.88 ft,PVC,6,31413,0
68640,715.3 ft,PVC,8,37257,0
68641,3.15 ft,PVC,12,32509,0
68642,158.92 ft,PVC,8,36526,0
68643,5.59 ft,PVC,6,36526,0
68644,5 ft,PVC,8,37622,0
68646,12.55 ft,PVC,8,37622,0
68648,21.35 ft,PVC,8,37622,0
68649,71.86 ft,PVC,12,35796,0
6865,16.86 ft,PVC,8,34335,0
68650,169.48 ft,PVC,8,37987,0
68651,235.29 ft,PVC,8,37622,0
68652,297.79 ft,PVC,8,37622,0
68653,4 ft,PVC,6,35796,0
68654,300.95 ft,PVC,8,35796,0
68655,8.87 ft,PVC,8,37987,0
68656,221.42 ft,PVC,8,35796,0
68657,8.09 ft,PVC,8,37987,0
68658,12.18 ft,PVC,8,37257,0
6866,21.52 ft,PVC,12,31048,0
68660,4.76 ft,PVC,6,37622,0
68661,4.23 ft,PVC,8,37622,0
68662,17.42 ft,PVC,8,37622,0
68663,10.29 ft,PVC,8,37622,0
68665,5 ft,PVC,6,36982,0
68666,5 ft,PVC,6,36982,0
68667,56.63 ft,PVC,8,36982,0
68668,5 ft,PVC,8,36982,0
68669,3.58 ft,PVC,6,36982,0
6867,8.31 ft,PVC,6,35796,0
68670,5.19 ft,PVC,6,36982,0
68671,22.98 ft,PVC,8,36526,0
68672,286.26 ft,PVC,8,36526,0
68673,8.87 ft,PVC,4,36526,0
68674,5 ft,PVC,8,36892,0
68675,6.75 ft,PVC,6,37445,0
68676,16.89 ft,PVC,8,35796,0
68677,102.51 ft,PVC,8,37257,0
68678,57.68 ft,PVC,8,37257,0
68679,44.55 ft,PVC,8,36526,0
68680,9.12 ft,PVC,6,36892,0
68681,13.35 ft,PVC,8,36892,0
68682,16.1 ft,PVC,8,36526,0
68683,134.03 ft,PVC,8,34700,0
68684,5.52 ft,PVC,8,34700,0
68685,26.4 ft,PVC,8,36526,0
68686,6.25 ft,PVC,6,33970,0
68687,10 ft,PVC,8,37257,0
68688,10 ft,PVC,12,37257,0
68689,25.15 ft,PVC,6,37257,0
68690,7 ft,PVC,8,39105,0
68691,6.55 ft,PVC,8,37622,0
68692,256.94 ft,Ductile Iron,12,30317,0
68693,217.28 ft,Ductile Iron,12,30317,0
68694,1.26 ft,Ductile Iron,6,30317,0
68695,2.73 ft,Ductile Iron,12,30317,0
68696,21.3 ft,PVC,8,37622,0
68697,12.38 ft,PVC,12,37622,0
68698,5.72 ft,PVC,8,37622,0
68699,93.33 ft,PVC,8,37257,0
687,181.17 ft,Ductile Iron,8,30317,0
6870,5 ft,Cast Iron,6,27395,0
68700,10.92 ft,PVC,8,35796,0
68702,16.01 ft,PVC,8,35796,0
68703,4.35 ft,Cast Iron,6,24473,0
68704,2.99 ft,PVC,8,35796,0
68705,5 ft,PVC,6,35796,0
68706,5 ft,PVC,6,35796,0
68707,6.27 ft,PVC,8,35796,0
68708,3.86 ft,PVC,6,35796,0
68709,155.88 ft,PVC,8,37257,0
6871,49.01 ft,Cast Iron,6,28126,0
68710,7.75 ft,PVC,8,37257,0
68711,35.7 ft,Reinforced Concrete Cylinder Pipe,24,30682,0
68712,9.99 ft,PVC,12,37257,0
68713,11.79 ft,PVC,8,32874,0
68714,162.43 ft,PVC,8,32874,0
68715,2.96 ft,PVC,8,32874,0
68716,32.55 ft,Ductile Iron,8,30682,0
68717,54.99 ft,Cast Iron,8,23743,0
68719,5 ft,PVC,6,37257,0
6872,7 ft,Ductile Iron,6,29221,0
68720,4 ft,PVC,6,37257,0
68721,4 ft,PVC,6,37257,0
68724,4 ft,PVC,6,37257,0
68725,1.39 ft,PVC,6,37257,0
68726,7 ft,PVC,8,36892,0
68727,11.74 ft,PVC,6,36526,0
68728,10.89 ft,PVC,8,36161,0
68729,3.02 ft,Cast Iron,6,26299,0
68730,5.26 ft,PVC,8,33239,0
68731,6.69 ft,PVC,8,33604,0
68732,4.94 ft,PVC,8,33604,0
68733,242.6 ft,PVC,8,36892,0
68734,34.44 ft,PVC,8,36892,0
68735,7.02 ft,PVC,6,37257,0
68736,27.03 ft,Ductile Iron,8,30682,0
68737,5.91 ft,Ductile Iron,8,34335,0
68738,9.88 ft,PVC,6,37987,0
68739,114.99 ft,PVC,8,36892,0
6874,525.13 ft,Cast Iron,6,29587,1
68740,14.65 ft,PVC,8,36892,0
68741,133.94 ft,PVC,8,36892,0
68742,46.15 ft,PVC,8,36526,0
68743,5.77 ft,PVC,6,37622,0
68744,181.37 ft,PVC,8,36526,0
68745,8 ft,PVC,8,36526,0
68746,6.97 ft,PVC,6,36892,0
68747,2.23 ft,PVC,6,37407,0
68748,8.94 ft,PVC,6,37257,0
68749,9.6 ft,PVC,8,37257,0
6875,10.21 ft,PVC,8,33239,0
68750,20.51 ft,PVC,8,37257,0
68751,18.53 ft,PVC,8,37257,0
68752,19.32 ft,PVC,8,37257,0
68753,357.42 ft,PVC,8,37257,0
68754,272.54 ft,Ductile Iron,8,29221,0
68755,92.83 ft,PVC,12,36161,0
68756,154.8 ft,PVC,12,35796,0
68757,18.96 ft,PVC,8,37257,0
68758,12.58 ft,PVC,8,37257,0
68759,4.3 ft,PVC,6,37257,0
6876,22.39 ft,Ductile Iron,12,31778,0
68760,41.6 ft,PVC,8,37257,0
68761,282.87 ft,Cast Iron,6,27395,0
68762,311.01 ft,PVC,8,37257,0
68765,62 ft,PVC,8,37257,0
68766,322.25 ft,PVC,8,37544,0
68767,2.45 ft,PVC,8,36526,0
68768,44.94 ft,PVC,8,37622,0
68769,10.85 ft,PVC,8,37622,0
6877,7.4 ft,PVC,6,36526,0
68771,5.89 ft,PVC,6,37257,0
68772,5 ft,PVC,6,38205,0
68773,3.08 ft,PVC,8,37622,0
68774,7.21 ft,PVC,6,37257,0
68775,7 ft,PVC,8,37257,0
68776,14.31 ft,PVC,8,37257,0
68777,114.47 ft,PVC,8,37257,0
68778,21.64 ft,PVC,8,37257,0
68779,8.27 ft,PVC,6,35796,0
6878,93.42 ft,PVC,8,31048,0
68780,2.44 ft,Cast Iron,6,27030,0
68781,2.5 ft,Cast Iron,6,27030,0
68783,164.43 ft,PVC,8,35431,0
68784,9.52 ft,Cast Iron,6,35431,0
68788,6.81 ft,PVC,8,37257,0
68789,10.85 ft,PVC,8,37257,0
6879,6 ft,PVC,6,37257,0
68790,5.65 ft,PVC,8,37257,0
68791,35.59 ft,PVC,8,37257,0
68792,7.01 ft,PVC,6,37622,0
68793,7.47 ft,PVC,6,34700,0
68794,5.42 ft,PVC,8,37257,0
68798,7.05 ft,PVC,8,37427,0
68799,10 ft,PVC,8,37427,0
688,5 ft,PVC,6,34335,0
6880,284.98 ft,Cast Iron,8,30682,0
68800,4.09 ft,PVC,8,37427,0
68801,246.67 ft,PVC,12,38018,0
68802,298.11 ft,Ductile Iron,8,32509,0
68803,52.9 ft,Ductile Iron,8,32509,0
68804,6.8 ft,Ductile Iron,6,32509,0
68805,34.47 ft,Ductile Iron,8,32509,0
68806,5 ft,PVC,12,36161,0
68807,8.2 ft,PVC,12,36161,0
68808,173.28 ft,PVC,8,37622,0
68809,6.57 ft,PVC,6,37622,0
6881,33.45 ft,Cast Iron,12,31048,0
68810,429.25 ft,PVC,8,37622,0
68812,140.43 ft,PVC,8,36161,0
68813,204.97 ft,PVC,8,23743,0
68814,134.91 ft,PVC,8,37622,0
